Sample	City	(<i>Z</i>)-butanethiol-<i>S</i>-oxide biosynthesis	(R)- and (S)-3-hydroxybutyrate biosynthesis	1,5-anhydrofructose degradation	2-aminoethylphosphonate degradation I	2-aminoethylphosphonate degradation II	2-aminoethylphosphonate degradation III	3-methylbutanol biosynthesis	<i>Methanobacterium thermoautotrophicum</i> biosynthetic metabolism	<i>all-trans</i>-farnesol biosynthesis	<i>trans, trans</i>-farnesyl diphosphate biosynthesis	AEROBIC-RESPIRATION	AMINE-DEG	ANAEROBIC-RESPIRATION	AROMATIC-COMPOUNDS-BIOSYN	AROMATIC-COMPOUNDS-DEGRADATION	Acetoin-Biosynthesis	Acetyl-CoA-Biosynthesis	Acetyl-CoA-Butyrate	Acid-Resistance	Activation	Alcohol-Degradation	Aldehyde-Degradation	Amino-Acid-Biosynthesis	Amino-Acid-Degradation	Aminoacyl-tRNAs-Charging	Antibiotic-Resistance	Arsenate-Detoxification	Butanediol-Biosynthesis	C1-COMPOUNDS	C4 photosynthetic carbon assimilation cycle, NAD-ME type	C4 photosynthetic carbon assimilation cycle, NADP-ME type	C4 photosynthetic carbon assimilation cycle, PEPCK type	CARBOXYLATES-DEG	CHEMOAUTOTROPHIC-ENERGY-METABOLISM	CHLORINATED-COMPOUNDS-DEG	Carbohydrates-Biosynthesis	Carbohydrates-Degradation	Cell-Structure-Biosynthesis	Cofactor-Biosynthesis	Cyanide-Detoxification	Electron-Transfer	Entner-Duodoroff-Pathways	Fatty-Acid-and-Lipid-Degradation	GLYCOLYSIS-VARIANTS	HORMONE-DEG	HORMONE-SYN	Hydrogen-Production	Interconversion	Lipid-Biosynthesis	METHANOGENESIS	Mercury-Detoxification	Metabolic-Regulators	NADH repair	NUCLEO-DEG	Noncarbon-Nutrients	Nucleotide-Biosynthesis	OTHER-ENERGY	Other-Degradation	Other-biosynthesis	Pentose-Phosphate-Cycle	Polyamine-Biosynthesis	Polymer-Degradation	Protein-Degradation	Protein-Modification	Pyruvate-Degradation	Rubisco shunt	SECONDARY-METABOLITE-BIOSYNTHESIS	SECONDARY-METABOLITE-DEGRADATION	Siderophores-Biosynthesis	Steroids-Degradation	TCA-VARIANTS	anaerobic energy metabolism (invertebrates, cytosol)	anaerobic energy metabolism (invertebrates, mitochondrial)	ascorbate glutathione cycle	benzoate fermentation (to acetate and cyclohexane carboxylate)	bisabolene biosynthesis	chitin degradation to ethanol	citrulline biosynthesis	crotonate fermentation (to acetate and cyclohexane carboxylate)	detoxification of reactive carbonyls in chloroplasts	ethylene biosynthesis IV	ethylene glycol biosynthesis	ethylmalonyl pathway	farnesylcysteine salvage pathway	fluoroacetate degradation	glutathione-mediated detoxification II	glyoxylate cycle	heterolactic fermentation	isopropanol biosynthesis	lactate biosynthesis (archaea)	long chain fatty acid ester synthesis for microdiesel production	methyl ketone biosynthesis	methylaspartate cycle	mixed acid fermentation	mycothiol-mediated detoxification	oxidized GTP and dGTP detoxification	photorespiration	photosynthesis light reactions	photosynthetic 3-hydroxybutyrate biosynthesis	pyruvate fermentation to hexanol	sedoheptulose bisphosphate bypass	succinate fermentation to butyrate	superoxide radicals degradation	superpathway of C28 brassinosteroid biosynthesis	superpathway of glycolysis and Entner-Doudoroff	superpathway of glyoxylate cycle and fatty acid degradation
CAMDA23_MetaSUB_gCSD16_DEN_15	DEN	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	5.0	9.0	6.0	6.0	6.0	3.0	1.0	0.0	0.0	2.0	7.0	2.0	53.0	39.0	1.0	1.0	1.0	2.0	11.0	1.0	0.0	0.0	10.0	1.0	2.0	36.0	30.0	15.0	82.0	0.0	2.0	0.0	4.0	8.0	1.0	6.0	1.0	1.0	41.0	0.0	0.0	0.0	0.0	10.0	23.0	33.0	1.0	3.0	6.0	4.0	9.0	9.0	2.0	1.0	9.0	1.0	136.0	28.0	0.0	1.0	8.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_DEN_16	DEN	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	2.0	6.0	2.0	3.0	8.0	0.0	1.0	0.0	0.0	2.0	5.0	2.0	27.0	19.0	1.0	1.0	1.0	2.0	5.0	0.0	1.0	0.0	8.0	0.0	1.0	14.0	15.0	13.0	58.0	0.0	1.0	0.0	1.0	7.0	1.0	7.0	1.0	0.0	35.0	0.0	0.0	0.0	0.0	6.0	12.0	26.0	1.0	5.0	5.0	4.0	3.0	5.0	2.0	0.0	4.0	0.0	96.0	14.0	0.0	1.0	3.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_DEN_17	DEN	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	5.0	8.0	2.0	5.0	22.0	3.0	1.0	1.0	0.0	1.0	8.0	2.0	40.0	27.0	1.0	1.0	1.0	0.0	8.0	1.0	1.0	1.0	7.0	1.0	2.0	19.0	3.0	13.0	75.0	0.0	0.0	0.0	10.0	3.0	4.0	7.0	1.0	0.0	55.0	0.0	0.0	1.0	0.0	6.0	22.0	23.0	1.0	7.0	8.0	2.0	9.0	4.0	2.0	0.0	7.0	1.0	119.0	8.0	2.0	2.0	8.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_DEN_18	DEN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CAMDA23_MetaSUB_gCSD16_DEN_19	DEN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CAMDA23_MetaSUB_gCSD16_DEN_2	DEN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	2.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	7.0	2.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	1.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	48.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CAMDA23_MetaSUB_gCSD16_DEN_20	DEN	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	4.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	9.0	10.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	5.0	0.0	2.0	13.0	0.0	0.0	0.0	4.0	0.0	0.0	2.0	1.0	0.0	7.0	0.0	0.0	1.0	0.0	2.0	7.0	3.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
CAMDA23_MetaSUB_gCSD16_DEN_21	DEN	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	5.0	15.0	5.0	6.0	38.0	3.0	1.0	1.0	0.0	2.0	8.0	3.0	57.0	47.0	1.0	1.0	2.0	2.0	11.0	1.0	1.0	1.0	13.0	1.0	3.0	52.0	25.0	17.0	98.0	1.0	2.0	0.0	17.0	8.0	4.0	15.0	1.0	1.0	61.0	1.0	0.0	1.0	0.0	13.0	34.0	35.0	1.0	9.0	9.0	4.0	12.0	11.0	2.0	0.0	7.0	1.0	194.0	29.0	0.0	4.0	8.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_DEN_22	DEN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	4.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CAMDA23_MetaSUB_gCSD16_DEN_3	DEN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CAMDA23_MetaSUB_gCSD16_DEN_4	DEN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CAMDA23_MetaSUB_gCSD16_DEN_5	DEN	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	9.0	3.0	0.0	0.0	1.0	1.0	1.0	3.0	17.0	19.0	1.0	0.0	1.0	2.0	1.0	0.0	0.0	0.0	6.0	0.0	0.0	19.0	6.0	8.0	26.0	0.0	0.0	1.0	4.0	1.0	2.0	7.0	1.0	1.0	19.0	0.0	0.0	0.0	0.0	1.0	11.0	11.0	0.0	1.0	1.0	0.0	7.0	2.0	0.0	0.0	4.0	0.0	110.0	5.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
CAMDA23_MetaSUB_gCSD16_DEN_6	DEN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	1.0	0.0	4.0	0.0	0.0	0.0	0.0	1.0	1.0	4.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
CAMDA23_MetaSUB_gCSD16_DEN_7	DEN	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	5.0	18.0	4.0	8.0	45.0	3.0	1.0	1.0	1.0	2.0	9.0	3.0	65.0	60.0	1.0	1.0	3.0	2.0	15.0	1.0	1.0	1.0	18.0	1.0	4.0	64.0	29.0	23.0	107.0	1.0	2.0	0.0	20.0	8.0	5.0	13.0	1.0	1.0	65.0	1.0	1.0	1.0	0.0	17.0	35.0	37.0	3.0	6.0	12.0	4.0	17.0	6.0	2.0	0.0	12.0	1.0	205.0	37.0	3.0	4.0	8.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_DEN_8	DEN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	1.0	2.0	1.0	0.0	0.0	0.0	0.0	40.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CAMDA23_MetaSUB_gCSD16_DEN_9	DEN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	2.0	1.0	0.0	2.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	5.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	6.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CAMDA23_MetaSUB_gCSD16_DOH_1	DOH	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	5.0	14.0	2.0	5.0	16.0	3.0	1.0	1.0	0.0	1.0	8.0	2.0	46.0	36.0	1.0	1.0	3.0	2.0	7.0	1.0	0.0	0.0	10.0	1.0	3.0	29.0	11.0	13.0	52.0	1.0	0.0	0.0	15.0	6.0	2.0	10.0	0.0	1.0	33.0	0.0	1.0	0.0	0.0	4.0	26.0	26.0	1.0	2.0	5.0	4.0	8.0	3.0	2.0	0.0	6.0	0.0	138.0	17.0	0.0	4.0	8.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_DOH_10	DOH	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	5.0	10.0	1.0	5.0	25.0	3.0	1.0	0.0	0.0	2.0	8.0	2.0	35.0	23.0	1.0	1.0	0.0	2.0	7.0	1.0	1.0	0.0	9.0	1.0	2.0	28.0	10.0	14.0	43.0	0.0	1.0	0.0	13.0	5.0	2.0	7.0	0.0	1.0	42.0	0.0	1.0	1.0	0.0	6.0	16.0	22.0	2.0	1.0	5.0	2.0	9.0	9.0	0.0	1.0	5.0	0.0	161.0	16.0	2.0	1.0	8.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
CAMDA23_MetaSUB_gCSD16_DOH_11	DOH	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	5.0	7.0	3.0	2.0	9.0	3.0	1.0	0.0	0.0	0.0	2.0	1.0	20.0	13.0	1.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	2.0	0.0	0.0	21.0	0.0	4.0	22.0	0.0	0.0	1.0	5.0	1.0	2.0	5.0	0.0	1.0	15.0	0.0	0.0	0.0	0.0	3.0	7.0	14.0	0.0	3.0	1.0	1.0	5.0	1.0	0.0	0.0	2.0	0.0	109.0	5.0	3.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_DOH_12	DOH	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	5.0	27.0	5.0	10.0	61.0	3.0	1.0	1.0	1.0	2.0	9.0	4.0	70.0	68.0	1.0	3.0	3.0	2.0	16.0	1.0	1.0	1.0	25.0	1.0	4.0	67.0	46.0	25.0	117.0	1.0	2.0	2.0	23.0	8.0	6.0	16.0	0.0	1.0	62.0	2.0	1.0	1.0	0.0	21.0	45.0	39.0	3.0	12.0	15.0	4.0	20.0	16.0	2.0	0.0	11.0	1.0	213.0	45.0	7.0	4.0	8.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_DOH_14	DOH	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	5.0	13.0	2.0	7.0	36.0	3.0	1.0	1.0	1.0	2.0	9.0	2.0	56.0	42.0	1.0	1.0	0.0	2.0	9.0	1.0	1.0	0.0	12.0	1.0	2.0	36.0	23.0	17.0	87.0	0.0	1.0	0.0	16.0	7.0	3.0	9.0	1.0	1.0	42.0	0.0	0.0	1.0	0.0	12.0	27.0	33.0	2.0	5.0	11.0	4.0	12.0	8.0	2.0	0.0	10.0	1.0	161.0	30.0	3.0	4.0	8.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_DOH_15	DOH	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	5.0	13.0	4.0	6.0	17.0	3.0	1.0	0.0	0.0	2.0	8.0	2.0	56.0	43.0	1.0	1.0	1.0	2.0	9.0	1.0	0.0	1.0	10.0	1.0	2.0	47.0	26.0	15.0	88.0	0.0	2.0	1.0	11.0	8.0	4.0	11.0	0.0	1.0	41.0	0.0	0.0	0.0	0.0	11.0	28.0	36.0	2.0	4.0	9.0	4.0	13.0	11.0	2.0	1.0	7.0	1.0	165.0	30.0	0.0	4.0	8.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_DOH_2	DOH	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	5.0	19.0	2.0	8.0	65.0	3.0	1.0	1.0	0.0	2.0	8.0	3.0	62.0	55.0	1.0	1.0	3.0	2.0	15.0	1.0	1.0	1.0	19.0	1.0	3.0	60.0	38.0	23.0	103.0	1.0	1.0	1.0	23.0	8.0	5.0	14.0	0.0	1.0	60.0	2.0	1.0	1.0	0.0	18.0	38.0	36.0	2.0	7.0	11.0	4.0	13.0	10.0	2.0	0.0	9.0	1.0	203.0	31.0	2.0	4.0	8.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_DOH_3	DOH	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	10.0	2.0	3.0	3.0	3.0	1.0	0.0	0.0	1.0	4.0	2.0	21.0	13.0	1.0	1.0	0.0	2.0	3.0	1.0	0.0	0.0	3.0	1.0	1.0	18.0	8.0	7.0	22.0	1.0	0.0	0.0	8.0	3.0	1.0	1.0	1.0	0.0	14.0	0.0	0.0	0.0	0.0	5.0	16.0	10.0	2.0	3.0	3.0	2.0	6.0	1.0	0.0	0.0	6.0	0.0	41.0	6.0	0.0	1.0	5.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
CAMDA23_MetaSUB_gCSD16_DOH_4	DOH	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	5.0	9.0	4.0	5.0	11.0	3.0	1.0	0.0	0.0	2.0	8.0	2.0	46.0	34.0	1.0	0.0	1.0	2.0	10.0	1.0	1.0	0.0	11.0	1.0	1.0	31.0	23.0	18.0	80.0	0.0	2.0	0.0	9.0	8.0	2.0	9.0	0.0	1.0	38.0	0.0	1.0	0.0	0.0	9.0	28.0	34.0	1.0	4.0	7.0	4.0	8.0	9.0	2.0	1.0	6.0	1.0	139.0	23.0	0.0	1.0	8.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_DOH_5	DOH	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	5.0	5.0	1.0	6.0	8.0	3.0	1.0	0.0	0.0	2.0	4.0	2.0	44.0	11.0	1.0	0.0	1.0	2.0	6.0	0.0	0.0	0.0	5.0	0.0	0.0	31.0	8.0	13.0	57.0	0.0	1.0	0.0	13.0	6.0	2.0	5.0	1.0	1.0	24.0	1.0	1.0	0.0	0.0	7.0	19.0	27.0	0.0	2.0	6.0	4.0	8.0	3.0	2.0	0.0	4.0	1.0	113.0	9.0	0.0	1.0	6.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0
CAMDA23_MetaSUB_gCSD16_DOH_6	DOH	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	5.0	7.0	1.0	4.0	14.0	3.0	1.0	0.0	0.0	2.0	5.0	2.0	29.0	25.0	1.0	0.0	1.0	2.0	7.0	0.0	0.0	0.0	9.0	1.0	0.0	39.0	10.0	13.0	49.0	0.0	0.0	0.0	7.0	7.0	1.0	8.0	0.0	1.0	27.0	0.0	1.0	0.0	0.0	8.0	20.0	27.0	0.0	2.0	5.0	0.0	6.0	3.0	0.0	1.0	5.0	0.0	157.0	9.0	5.0	0.0	7.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0
