"Markers","pvalues","score","loc1","loc2","locs","adj_pvalues"
"oqxa6",0.997457306040557,8.72551052268869,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"ARO.3002816",0.760998869757649,9.98591913700976,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"oqxa10",0.997457306040557,8.72551052268869,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"clbq",0.997760057488855,8.67651821991633,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"ARO.3003059",0.760998869757649,9.98591913700976,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"ptsi",0.119293469912069,8.63159605399596,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"oqxb22",0.760998869757649,9.98591913700976,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"paph",0.760998869757649,9.98591913700976,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"chuy",0.998281330702866,5.26040863872049,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"ARO.3003843",0.829245371022447,9.23259606107991,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"ARO.3002591",0.997760057488855,8.67651821991633,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"wzt",0.997640818532838,10.2677132137646,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"espx1",0.998421190918413,6.87819305617652,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"fimd",0.398131879823773,7.22356605440696,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"ARO.3002616",0.760998869757649,9.98591913700976,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"irp2",0.0968650578002186,9.9369268342374,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"ARO.3003015",0.445441547572063,11.6750755100236,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"espl4",0.0968650578002183,12.446066141678,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"hlyb",0.997457306040557,8.72551052268869,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"oqxb24",0.760998869757649,9.98591913700976,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"aac6ibcr",0.997640818533736,10.4489692486842,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"kphs_23120",0.997640818530321,10.4648423478757,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"bamb",0.760998869757649,9.98591913700976,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"ARO.3001404",0.760998869757649,9.98591913700976,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"ARO.3002357",0.997760057488799,8.84988469825393,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"glf",0.997640818532838,10.2677132137646,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"pmre",0.760998869757649,9.98591913700976,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"clbj",0.0968650578002186,9.9369268342374,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"gmd",0.998281330702866,5.26040863872049,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"multidrug_efflux_smr_transporter",0.997760057487302,8.87364735402744,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"yhei",0.398131879823773,7.22356605440696,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"ARO.3002666",0.228118869279609,11.5360113846677,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"papd",0.760998869757649,9.98591913700976,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"ARO.3002578",0.997457306040557,8.72551052268869,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"ARO.3002602",0.997760057488855,8.67651821991633,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"rhspaar",0.228110563678456,17.0972632990984,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"chut",0.998281330702866,5.26040863872049,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"allc",0.998281330702866,5.26040863872049,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"allb",0.998281330702866,5.26040863872049,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"fosa9",0.997457306040557,8.72551052268869,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"clbl",0.997760057488855,8.67651821991633,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"espy4",0.998421190918417,6.87819305617652,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"ARO.3002859",0.997457306040557,8.72551052268869,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"flip",0.998281330702866,5.26040863872049,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"wzi",0.997457306040557,8.72551052268869,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"ARO.3003550",0.398131879823773,7.22356605440696,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"espy2",0.998281330702866,5.26040863872049,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"ARO.3000518",0.398131879823773,7.22356605440696,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"papb",0.760998869757649,9.98591913700976,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"marr",0.760998869757649,9.98591913700976,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"ARO.3001327",0.760998869757649,9.98591913700976,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"entd",0.829245371022447,9.23259606107991,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"uhpt",0.398131879823773,7.22356605440696,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"pmrl",0.829245371022447,9.23259606107991,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"espy1",0.998281330702866,5.26040863872049,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"cusr",0.829245371022447,9.23259606107991,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"ARO.3003548",0.829245371022447,9.23259606107991,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"ente",0.760998869757649,9.98591913700976,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"ARO.3000074",0.829245371022447,9.23259606107991,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"ARO.3000795",0.760998869757649,9.98591913700976,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"tssm",0.228110563678456,17.0972632990984,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"ARO.3000318",0.760998869757649,9.98591913700976,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"ARO.3003577",0.760998869757649,9.98591913700976,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"ARO.3002814",0.760998869757649,9.98591913700976,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"iuta",0.997457306040557,8.72551052268869,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"suge",0.398131879823773,7.22356605440696,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"wzc",0.997760057487302,8.87364735402744,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"shux",0.998281330702866,5.26040863872049,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"ARO.3002854",0.997457306040557,8.72551052268869,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"kpne",0.760998869757649,9.98591913700976,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"flha",0.998281330702866,5.26040863872049,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"oqxb32",0.760998869757649,9.98591913700976,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"manc",0.0968650578002186,9.9369268342374,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"espx4",0.532592011611137,14.0638505591341,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"fdec",0.0968650578002183,12.446066141678,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"wcai",0.998281330702866,5.26040863872049,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"tssa",0.998281330702866,5.26040863872049,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"oqxb19",0.760998869757649,9.98591913700976,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"mcr9",0.997457306040557,8.72551052268869,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"ARO.3000216",0.511229461639932,10.8764958960023,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"wzx",0.760998869757649,9.98591913700976,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"clbm",0.997760057488855,8.67651821991633,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"ptxd",0.997640818532061,10.2914758695381,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"tssb",0.99754854538684,10.4146668957026,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"clbd",0.997760057488855,8.67651821991633,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"ARO.3000823",0.760998869757649,9.98591913700976,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"ARO.3000858",0.228118869279609,11.7093778630053,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"fyua",0.0968650578002186,9.9369268342374,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"wzb",0.997640818532838,10.2677132137646,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"wza",0.760998869757649,9.98591913700976,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"ARO.3002858",0.998281330702866,5.26040863872049,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"oqxb14",0.760998869757649,9.98591913700976,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"gspg",0.997457306040557,8.72551052268869,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"ARO.3000413",0.760998869757649,9.98591913700976,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"mrkf",0.997457306040557,8.72551052268869,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"ARO.3001878",0.997640818533736,10.4489692486842,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"ARO.3005059",0.829245371022447,9.23259606107991,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"chey",0.998281330702866,5.26040863872049,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"srpc",0.760998869757649,9.98591913700976,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"yagyecpb",0.760998869757649,9.98591913700976,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"pape",0.760998869757649,9.98591913700976,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"ARO.3000792",0.398131879823773,7.22356605440696,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"ARO.3002707",0.760998869757649,9.98591913700976,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"silb",0.760998869757649,9.98591913700976,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"ARO.3000676",0.760998869757649,9.98591913700976,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"ybtx",0.0968650578002186,9.9369268342374,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"ARO.3000206",0.760998869757649,9.98591913700976,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"cpsacp",0.997457306040557,8.72551052268869,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"clpvtssh",0.760998869757649,9.98591913700976,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"ARO.3000361",0.760998869757649,9.98591913700976,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"pare",0.760998869757649,9.98591913700976,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"sotb",0.760998869757649,9.98591913700976,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"mrka",0.997457306040557,8.72551052268869,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"kpsu",0.760998869757649,9.98591913700976,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"roba",0.760998869757649,9.98591913700976,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"ARO.3005049",0.760998869757649,9.98591913700976,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"ARO.3002683",0.997457306040557,8.72551052268869,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"ARO.3005053",0.829245371022447,9.23259606107991,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"sfah",0.998281330702866,5.26040863872049,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"kpss",0.998281330702866,5.26040863872049,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"ARO.3002655",0.760998869757649,9.98591913700976,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"ARO.3003013",0.997548545386777,10.241300417365,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"oqxa3",0.997457306040557,8.72551052268869,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"ARO.3000508",0.760998869757649,9.98591913700976,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"iron",0.760998869757649,9.98591913700976,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"flij",0.998281330702866,5.26040863872049,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"dfr",0.760998869757649,9.98591913700976,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"kdea",0.760998869757649,9.98591913700976,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"ybta",0.0968650578002186,9.9369268342374,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"ARO.3001338",0.998281330702866,5.26040863872049,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"ARO.3001205",0.998281330702866,5.26040863872049,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"rpos",0.829245371022447,9.23259606107991,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"ARO.3000832",0.398131879823773,7.22356605440696,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"kpsm",0.998281330702866,5.26040863872049,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"ykgkecpr",0.760998869757649,9.98591913700976,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"ARO.3001827",0.997760057488855,8.67651821991633,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"gyra",0.398131879823773,7.22356605440696,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"ARO.3000656",0.760998869757649,9.98591913700976,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"kpsf",0.998281330702866,5.26040863872049,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"ompk35",0.760998869757649,9.98591913700976,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"ARO.3000024",0.829245371022447,9.23259606107991,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"mtfa",0.760998869757649,9.98591913700976,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"ARO.3001059",0.997640818530321,10.4648423478757,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"wcag",0.998281330702866,5.26040863872049,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"flii",0.0968650578002183,12.446066141678,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"espy3",0.998281330702866,5.26040863872049,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"ec145",0.760998869757649,9.98591913700976,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"clbh",0.0968650578002186,9.9369268342374,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"dotutssl",0.997457306040557,8.72551052268869,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"oqxa8",0.997457306040557,8.72551052268869,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"fima",0.760998869757649,9.98591913700976,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"ARO.3002676",0.997457306040557,8.72551052268869,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"clbf",0.997760057488855,8.67651821991633,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"ARO.3001397",0.997760057488855,8.67651821991633,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"vipatssb",0.997640818532606,10.2756027703466,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"ARO.3000833",0.398131879823773,7.22356605440696,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"shua",0.998281330702866,5.26040863872049,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"emre",0.998281330702866,5.26040863872049,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"ARO.3000230",0.445441547572063,11.493819475104,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"ARO.3004550",0.760998869757649,9.98591913700976,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"ARO.3005009",0.760998869757649,9.98591913700976,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"merr",0.996511371876402,19.9245532628152,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"argr",0.398131879823773,7.22356605440696,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"virb",0.998421190918413,6.87819305617652,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"acra",0.398131879823773,7.22356605440696,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"cusa",0.760998869757649,9.98591913700976,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"gyrb",0.760998869757649,9.98591913700976,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"oqxb25",0.760998869757649,9.98591913700976,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"ARO.3000873",0.445441547572062,11.4779463759125,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"ARO.3003049",0.398131879823773,7.22356605440696,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"ARO.3000793",0.398131879823773,7.22356605440696,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"ARO.3000491",0.760998869757649,9.98591913700976,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"cusf",0.760998869757649,9.98591913700976,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"aac3ii",0.997640818532606,10.2756027703466,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"rcsb",0.760998869757649,9.98591913700976,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"ARO.3002579",0.228118869279609,11.5518844838591,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"oqxa11",0.997457306040557,8.72551052268869,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"ARO.3002895",0.760998869757649,9.98591913700976,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"ARO.3003838",0.511229461639931,17.2326035566982,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"porin",0.997457306040557,8.72551052268869,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"ARO.3000410",0.760998869757649,12.3216919661128,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"papg",0.760998869757649,9.98591913700976,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"wzm",0.997760057488125,8.85777425483596,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"alla",0.998281330702866,5.26040863872049,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"ARO.3003841",0.398131879823773,7.22356605440696,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"glpt",0.829245371022447,9.23259606107991,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"fime",0.0968650578002183,12.446066141678,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"roma",0.99754854538684,10.4146668957026,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"ARO.3002642",0.760998869757649,9.98591913700976,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"csgg",0.0968650578002183,12.446066141678,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"ARO.3002641",0.760998869757649,9.98591913700976,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"manb",0.445433631704369,16.8658318120057,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"ARO.3001216",0.760998869757649,9.98591913700976,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"focc",0.997760057488799,8.84988469825393,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"oqxb5",0.147204990577806,12.5839736292595,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"ARO.3003923",0.760998869757649,9.98591913700976,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"ARO.3004552",0.997640818531358,10.4727319044577,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"scintssj",0.997457306040557,8.72551052268869,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"sfax",0.998281330702866,5.26040863872049,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"mdlb",0.829245371022447,9.23259606107991,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"acrr",0.99754854538684,10.4146668957026,"MIN","SAN","MIN_vs_SAN",0.998421190918417
"ARO.3000167",0.300945272514246,14.2254965285954,"MIN","DEN","MIN_vs_DEN",0.998848446725657
"mrkb",0.998382714000932,6.17514732714992,"MIN","DEN","MIN_vs_DEN",0.998848446725657
"enta",0.300945272514246,9.37000005669931,"MIN","DEN","MIN_vs_DEN",0.998848446725657
"fepa",0.780005531775902,7.43555595270022,"MIN","DEN","MIN_vs_DEN",0.998848446725657
"cyca",0.780005531775902,7.43555595270022,"MIN","DEN","MIN_vs_DEN",0.998848446725657
"csge",0.998848446725657,5.26040863500449,"MIN","DEN","MIN_vs_DEN",0.998848446725657
"espx6",0.998848446725657,5.26040863500449,"MIN","DEN","MIN_vs_DEN",0.998848446725657
"hlya",0.996012587360927,19.2895156048662,"MIN","DEN","MIN_vs_DEN",0.998848446725657
"fliz",0.998848446725657,5.26040863500449,"MIN","DEN","MIN_vs_DEN",0.998848446725657
"papc",0.780005531775902,7.43555595270022,"MIN","DEN","MIN_vs_DEN",0.998848446725657
"ARO.3000174",0.998848446725657,5.26040863500449,"MIN","DEN","MIN_vs_DEN",0.998848446725657
"mdfa",0.998848446725657,5.26040863500449,"MIN","DEN","MIN_vs_DEN",0.998848446725657
"oqxb9",0.780005531775902,7.43555595270022,"MIN","DEN","MIN_vs_DEN",0.998848446725657
"fepd",0.780005531775902,7.43555595270022,"MIN","DEN","MIN_vs_DEN",0.998848446725657
"chus",0.998848446725657,5.26040863500449,"MIN","DEN","MIN_vs_DEN",0.998848446725657
"nfsa",0.998848446725657,5.26040863500449,"MIN","DEN","MIN_vs_DEN",0.998848446725657
"mrkc",0.780005531775902,7.43555595270022,"MIN","DEN","MIN_vs_DEN",0.998848446725657
"tssc",0.998848446725657,5.26040863500449,"MIN","DEN","MIN_vs_DEN",0.998848446725657
"gale",0.704525625148011,9.51558078319099,"MIN","DEN","MIN_vs_DEN",0.998848446725657
"mphd",0.996311560822717,12.9650879447985,"MIN","DEN","MIN_vs_DEN",0.998848446725657
"ARO.3001169",0.998848446725657,5.26040863500449,"MIN","DEN","MIN_vs_DEN",0.998848446725657
"yagzecpa",0.780005531775902,7.43555595270022,"MIN","DEN","MIN_vs_DEN",0.998848446725657
"ARO.3002660",0.300945272514246,14.2254965285954,"MIN","DEN","MIN_vs_DEN",0.998848446725657
"allr",0.780005531775902,7.43555595270022,"MIN","DEN","MIN_vs_DEN",0.998848446725657
"ARO.3005010",0.300945272514246,15.7497766326892,"MIN","DEN","MIN_vs_DEN",0.998848446725657
"espl1",0.998848446725657,5.26040863500449,"MIN","DEN","MIN_vs_DEN",0.998848446725657
"ARO.3000027",0.998848446725657,5.26040863500449,"MIN","DEN","MIN_vs_DEN",0.998848446725657
"sila",0.33937517162056,10.9068561929594,"MIN","DEN","MIN_vs_DEN",0.998848446725657
"ARO.3002815",0.780005531775902,7.43555595270022,"MIN","DEN","MIN_vs_DEN",0.998848446725657
"ARO.3000375",0.998848446725657,5.26040863500449,"MIN","DEN","MIN_vs_DEN",0.998848446725657
"ARO.3000166",0.998848446725657,5.26040863500449,"MIN","DEN","MIN_vs_DEN",0.998848446725657
"fepb",0.780005531775902,7.43555595270022,"MIN","DEN","MIN_vs_DEN",0.998848446725657
"ARO.3000796",0.998848446725657,5.26040863500449,"MIN","DEN","MIN_vs_DEN",0.998848446725657
"asla",0.998848446725657,5.26040863500449,"MIN","DEN","MIN_vs_DEN",0.998848446725657
"parc",0.780005531775902,7.43555595270022,"MIN","DEN","MIN_vs_DEN",0.998848446725657
"ARO.3002684",0.998848446725657,5.26040863500449,"MIN","DEN","MIN_vs_DEN",0.998848446725657
"ARO.3005098",0.998382714000932,6.17514732714992,"MIN","DEN","MIN_vs_DEN",0.998848446725657
"papa",0.780005531775902,7.43555595270022,"MIN","DEN","MIN_vs_DEN",0.998848446725657
"mrkd",0.997638865211153,8.10959144237823,"MIN","DEN","MIN_vs_DEN",0.998848446725657
"tssf",0.998848446725657,5.26040863500449,"MIN","DEN","MIN_vs_DEN",0.998848446725657
"ARO.3002605",0.998848446725657,5.26040863500449,"MIN","DEN","MIN_vs_DEN",0.998848446725657
"ARO.3003048",0.704525625148011,9.51558078319099,"MIN","DEN","MIN_vs_DEN",0.998848446725657
"ARO.3001778",0.998848446725657,5.26040863500449,"MIN","DEN","MIN_vs_DEN",0.998848446725657
"irp1",0.704525625148011,9.64465782546613,"MIN","DEN","MIN_vs_DEN",0.998848446725657
"flia",0.996809394004331,12.4968574337059,"MIN","DEN","MIN_vs_DEN",0.998848446725657
"ybte",0.780005531775902,7.43555595270022,"MIN","DEN","MIN_vs_DEN",0.998848446725657
"entb",0.780005531775902,7.43555595270022,"MIN","DEN","MIN_vs_DEN",0.998848446725657
"fimb",0.998848446725657,5.26040863500449,"MIN","DEN","MIN_vs_DEN",0.998848446725657
"ARO.3000516",0.704525625148011,9.51558078319099,"MIN","DEN","MIN_vs_DEN",0.998848446725657
"ybtt",0.780005531775902,7.43555595270022,"MIN","DEN","MIN_vs_DEN",0.998848446725657
"ARO.3000168",0.300945272514246,9.37000005669931,"MIN","DEN","MIN_vs_DEN",0.998848446725657
"gnd",0.780005531775902,7.43555595270022,"MIN","DEN","MIN_vs_DEN",0.998848446725657
"fimc",0.780005531775902,7.43555595270022,"MIN","DEN","MIN_vs_DEN",0.998848446725657
"senb",0.998848446725657,5.26040863500449,"MIN","DEN","MIN_vs_DEN",0.998848446725657
"ARO.3002533",0.998848446725657,5.26040863500449,"MIN","DEN","MIN_vs_DEN",0.998848446725657
"papf",0.780005531775902,7.43555595270022,"MIN","DEN","MIN_vs_DEN",0.998848446725657
"chux",0.998848446725657,5.26040863500449,"MIN","DEN","MIN_vs_DEN",0.998848446725657
"ARO.3000165",0.998848446725657,5.26040863500449,"MIN","DEN","MIN_vs_DEN",0.998848446725657
"fha",0.998848446725657,5.26040863500449,"MIN","DEN","MIN_vs_DEN",0.998848446725657
"vgrgtssi",0.998848446725657,5.26040863500449,"MIN","DEN","MIN_vs_DEN",0.998848446725657
"fabi",0.780005531775902,7.43555595270022,"MIN","DEN","MIN_vs_DEN",0.998848446725657
"ampc1",0.998848446725657,5.26040863500449,"MIN","DEN","MIN_vs_DEN",0.998848446725657
"ompr",0.780005531775902,7.43555595270022,"MIN","DEN","MIN_vs_DEN",0.998848446725657
"wcaj",0.998848446725657,5.26040863500449,"MIN","DEN","MIN_vs_DEN",0.998848446725657
"fimi",0.780005531775902,7.43555595270022,"MIN","DEN","MIN_vs_DEN",0.998848446725657
"espx5",0.998848446725657,5.26040863500449,"MIN","DEN","MIN_vs_DEN",0.998848446725657
"ARO.3000412",0.300945272514246,14.2254965285954,"MIN","DEN","MIN_vs_DEN",0.998848446725657
"folc",0.300945272514246,7.49090486862246,"MIN","DEN","MIN_vs_DEN",0.998848446725657
"fepg",0.780005531775902,7.43555595270022,"MIN","DEN","MIN_vs_DEN",0.998848446725657
"chuv",0.998848446725657,5.26040863500449,"MIN","DEN","MIN_vs_DEN",0.998848446725657
"ARO.3003922",0.198473601401514,10.8445406611663,"MIN","DEN","MIN_vs_DEN",0.998848446725657
"cyaa",0.780005531775902,7.43555595270022,"MIN","DEN","MIN_vs_DEN",0.998848446725657
"tesa",0.780005531775902,7.43555595270022,"MIN","DEN","MIN_vs_DEN",0.998848446725657
"shuy",0.998848446725657,5.26040863500449,"MIN","DEN","MIN_vs_DEN",0.998848446725657
"galf",0.780005531775902,7.43555595270022,"MIN","DEN","MIN_vs_DEN",0.998848446725657
