"","OTU","locs","hlevel","sign_rank","Kingdom","Phylum","Class","Order","Family","Genus"
"386",1332188,"ILR16_vs_NYC16","AB_Order",3,"Bacteria","Candidatus Saccharibacteria","Candidatus Saccharimonadia","Candidatus Saccharimonadales",NA,NA
"387",1332188,"ILR16_vs_SAC16","AB_Order",3,"Bacteria","Candidatus Saccharibacteria","Candidatus Saccharimonadia","Candidatus Saccharimonadales",NA,NA
"388",1353260,"BER16_vs_LIS16","AB_Phylum",3,"Archaea","Nitrososphaerota",NA,NA,NA,NA
"389",1353260,"LIS16_vs_NYC16","AB_Phylum",3,"Archaea","Nitrososphaerota",NA,NA,NA,NA
"390",1353260,"LIS16_vs_TOK16","AB_Phylum",3,"Archaea","Nitrososphaerota",NA,NA,NA,NA
"391",1353260,"SAC16_vs_SAO17","AB_Class",3,"Archaea","Nitrososphaerota","Nitrososphaeria",NA,NA,NA
"392",1353260,"SAC16_vs_VIE17","AB_Genus",3,"Archaea","Nitrososphaerota","Nitrososphaeria","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrosocosmicus"
"393",1397703,"DOH17_vs_ILR17","AB_Genus",1,"Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Scytonemataceae","Brasilonema"
"394",1397703,"DOH17_vs_ZRH17","AB_Genus",1,"Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Scytonemataceae","Brasilonema"
"395",1397703,"ILR17_vs_NYC17","AB_Genus",1,"Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Scytonemataceae","Brasilonema"
"396",1397703,"ILR17_vs_VIE17","AB_Genus",1,"Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Scytonemataceae","Brasilonema"
"397",1397703,"NYC17_vs_SAN17","AB_Genus",3,"Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Scytonemataceae","Brasilonema"
"398",1397703,"NYC17_vs_ZRH17","AB_Genus",2,"Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Scytonemataceae","Brasilonema"
"399",1397703,"SAC16_vs_DOH17","AB_Genus",2,"Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Scytonemataceae","Brasilonema"
"400",1397703,"SAC16_vs_NYC17","AB_Genus",2,"Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Scytonemataceae","Brasilonema"
"401",1397703,"TOK16_vs_DOH17","AB_Genus",2,"Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Scytonemataceae","Brasilonema"
"402",1397703,"TOK16_vs_VIE17","AB_Genus",3,"Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Scytonemataceae","Brasilonema"
"403",1397703,"VIE17_vs_ZRH17","AB_Genus",1,"Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Scytonemataceae","Brasilonema"
"404",1457141,"DEN16_vs_VIE17","AB_Order",3,"Bacteria","Chlamydiota","Chlamydiia","Chlamydiales",NA,NA
"405",1469144,"BOG16_vs_DOH16","AB_Family",3,"Bacteria","Actinomycetota","Actinomycetes","Kitasatosporales","Carbonactinosporaceae",NA
"406",1469144,"DOH16_vs_NYC16","AB_Family",3,"Bacteria","Actinomycetota","Actinomycetes","Kitasatosporales","Carbonactinosporaceae",NA
"407",1471761,"BER16_vs_DOH16","AB_Genus",1,"Bacteria","Bacillota","Bacilli","Bacillales","Thermoactinomycetaceae","Novibacillus"
"408",1471761,"BOG16_vs_DOH16","AB_Genus",1,"Bacteria","Bacillota","Bacilli","Bacillales","Thermoactinomycetaceae","Novibacillus"
"409",1471761,"DOH16_vs_NYC16","AB_Genus",1,"Bacteria","Bacillota","Bacilli","Bacillales","Thermoactinomycetaceae","Novibacillus"
"410",1471761,"DOH16_vs_NYC17","AB_Genus",3,"Bacteria","Bacillota","Bacilli","Bacillales","Thermoactinomycetaceae","Novibacillus"
"411",1471761,"DOH16_vs_TOK16","AB_Genus",1,"Bacteria","Bacillota","Bacilli","Bacillales","Thermoactinomycetaceae","Novibacillus"
"412",1505757,"NYC16_vs_DEN17","AB_Genus",1,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Siccibacter"
"413",1508404,"ILR17_vs_NYC17","AB_Genus",2,"Bacteria","Bacillota","Bacilli","Bacillales","Planococcaceae","Jeotgalibacillus"
"414",1528099,"BAL17_vs_TOK17","AB_Family",1,"Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Lawsonellaceae",NA
"415",1528099,"BER16_vs_TOK17","AB_Family",1,"Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Lawsonellaceae",NA
"416",1528099,"BOG16_vs_TOK17","AB_Family",1,"Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Lawsonellaceae",NA
"417",1528099,"DEN16_vs_SAC16","AB_Family",1,"Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Lawsonellaceae",NA
"418",1528099,"DEN16_vs_SAN17","AB_Family",1,"Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Lawsonellaceae",NA
"419",1528099,"DEN17_vs_TOK17","AB_Family",1,"Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Lawsonellaceae",NA
"420",1528099,"DOH16_vs_TOK17","AB_Family",1,"Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Lawsonellaceae",NA
"421",1528099,"DOH17_vs_TOK17","AB_Family",3,"Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Lawsonellaceae",NA
"422",1528099,"ILR17_vs_TOK17","AB_Family",1,"Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Lawsonellaceae",NA
"423",1528099,"MIN17_vs_TOK17","AB_Family",3,"Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Lawsonellaceae",NA
"424",1528099,"NYC16_vs_TOK17","AB_Family",3,"Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Lawsonellaceae",NA
"425",1528099,"NYC17_vs_TOK17","AB_Family",1,"Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Lawsonellaceae",NA
"426",1528099,"SAC16_vs_TOK17","AB_Family",2,"Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Lawsonellaceae",NA
"427",1528099,"SAN17_vs_TOK17","AB_Family",2,"Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Lawsonellaceae",NA
"428",1528099,"SAO17_vs_TOK17","AB_Family",2,"Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Lawsonellaceae",NA
"429",1528099,"TOK16_vs_TOK17","AB_Family",2,"Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Lawsonellaceae",NA
"430",1528099,"TOK17_vs_VIE17","AB_Family",1,"Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Lawsonellaceae",NA
"431",1528099,"TOK17_vs_ZRH17","AB_Family",3,"Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Lawsonellaceae",NA
"432",1582439,"DEN16_vs_NYC17","AB_Order",1,"Archaea","Nitrososphaerota","","Nitrosopumilales",NA,NA
"433",1619313,"BAL17_vs_TOK17","AB_Genus",2,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Duffyella"
"434",1619313,"BOG16_vs_TOK17","AB_Genus",2,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Duffyella"
"435",1619313,"NYC17_vs_TOK17","AB_Genus",2,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Duffyella"
"436",1619313,"SAC16_vs_TOK17","AB_Genus",3,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Duffyella"
"437",1619313,"TOK16_vs_TOK17","AB_Genus",3,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Duffyella"
"438",1619313,"TOK17_vs_VIE17","AB_Genus",2,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Duffyella"
"439",1675686,"AKL16_vs_SAO17","AB_Order",3,"Bacteria","Pseudomonadota","Gammaproteobacteria","Acidiferrobacterales",NA,NA
"440",1712261,"NYC16_vs_SAN17","AB_Genus",2,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Parvibaculaceae","Pyruvatibacter"
"441",1720083,"NYC16_vs_ZRH17","AB_Genus",2,"Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Acetilactobacillus"
"442",1750719,"BOG16_vs_DEN17","AB_Genus",2,"Bacteria","Bacillota","Bacilli","Bacillales","Planococcaceae","Kurthia"
"443",1751046,"BOG16_vs_SAO17","AB_Family",1,"Bacteria","Pseudomonadota","Betaproteobacteria","Rhodocyclales","Fluviibacteraceae",NA
"444",1751046,"DOH16_vs_SAO17","AB_Family",1,"Bacteria","Pseudomonadota","Betaproteobacteria","Rhodocyclales","Fluviibacteraceae",NA
"445",1751046,"BOG16_vs_SAN17","AB_Genus",2,"Bacteria","Pseudomonadota","Betaproteobacteria","Rhodocyclales","Fluviibacteraceae","Fluviibacter"
"446",1751046,"DOH16_vs_SAN17","AB_Genus",2,"Bacteria","Pseudomonadota","Betaproteobacteria","Rhodocyclales","Fluviibacteraceae","Fluviibacter"
"447",1817405,"BER16_vs_NYC17","AB_Genus",2,"Bacteria","Bacillota","Bacilli","Bacillales","Staphylococcaceae","Abyssicoccus"
"448",1817405,"BOG16_vs_NYC17","AB_Genus",2,"Bacteria","Bacillota","Bacilli","Bacillales","Staphylococcaceae","Abyssicoccus"
"449",1817405,"DOH16_vs_NYC17","AB_Genus",1,"Bacteria","Bacillota","Bacilli","Bacillales","Staphylococcaceae","Abyssicoccus"
"450",1817405,"DOH17_vs_NYC17","AB_Genus",1,"Bacteria","Bacillota","Bacilli","Bacillales","Staphylococcaceae","Abyssicoccus"
"451",1817405,"NYC16_vs_NYC17","AB_Genus",1,"Bacteria","Bacillota","Bacilli","Bacillales","Staphylococcaceae","Abyssicoccus"
"452",1817405,"NYC17_vs_ZRH17","AB_Genus",1,"Bacteria","Bacillota","Bacilli","Bacillales","Staphylococcaceae","Abyssicoccus"
"453",1817405,"TOK16_vs_NYC17","AB_Genus",2,"Bacteria","Bacillota","Bacilli","Bacillales","Staphylococcaceae","Abyssicoccus"
"454",1851514,"AKL16_vs_LIS16","AB_Genus",2,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Scandinavium"
"455",1883414,"NYC16_vs_DEN17","AB_Genus",2,"Bacteria","Pseudomonadota","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Pistricoccus"
"456",1883414,"NYC16_vs_SAN17","AB_Genus",1,"Bacteria","Pseudomonadota","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Pistricoccus"
"457",1891644,"DOH17_vs_TOK17","AB_Family",2,"Bacteria","Actinomycetota","Actinomycetes","Sporichthyales","Sporichthyaceae",NA
"458",1891644,"TOK17_vs_ZRH17","AB_Family",2,"Bacteria","Actinomycetota","Actinomycetes","Sporichthyales","Sporichthyaceae",NA
"459",1892855,"ILR16_vs_LIS16","AB_Family",3,"Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingosinicellaceae",NA
"460",1911586,"TOK16_vs_BAL17","AB_Genus",1,"Bacteria","Bacillota","Bacilli","Lactobacillales","Carnobacteriaceae","Marinilactibacillus"
"461",1911586,"TOK16_vs_DEN17","AB_Genus",1,"Bacteria","Bacillota","Bacilli","Lactobacillales","Carnobacteriaceae","Marinilactibacillus"
"462",1921086,"BER16_vs_ILR16","AB_Class",3,"Bacteria","Pseudomonadota","Zetaproteobacteria",NA,NA,NA
"463",1982626,"BAL17_vs_ILR17","AB_Genus",1,"Bacteria","Bacillota","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Faecalibacillus"
"464",1982626,"BAL17_vs_NYC17","AB_Genus",1,"Bacteria","Bacillota","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Faecalibacillus"
"465",1982626,"BAL17_vs_SAN17","AB_Genus",3,"Bacteria","Bacillota","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Faecalibacillus"
"466",1982626,"BAL17_vs_VIE17","AB_Genus",1,"Bacteria","Bacillota","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Faecalibacillus"
"467",1982626,"BOG16_vs_ILR17","AB_Genus",2,"Bacteria","Bacillota","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Faecalibacillus"
"468",1982626,"DEN17_vs_ILR17","AB_Genus",1,"Bacteria","Bacillota","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Faecalibacillus"
"469",1982626,"DEN17_vs_NYC17","AB_Genus",1,"Bacteria","Bacillota","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Faecalibacillus"
"470",1982626,"DEN17_vs_SAN17","AB_Genus",2,"Bacteria","Bacillota","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Faecalibacillus"
"471",1982626,"DEN17_vs_VIE17","AB_Genus",1,"Bacteria","Bacillota","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Faecalibacillus"
"472",1982626,"DEN17_vs_ZRH17","AB_Genus",2,"Bacteria","Bacillota","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Faecalibacillus"
"473",2005456,"TOK16_vs_SAO17","AB_Family",2,"Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Hapalosiphonaceae",NA
"474",2005460,"BOG16_vs_DOH17","AB_Genus",2,"Bacteria","Cyanobacteriota","Cyanophyceae","Chroococcales","Chroococcaceae","Chondrocystis"
"475",2005460,"DOH17_vs_ILR17","AB_Genus",2,"Bacteria","Cyanobacteriota","Cyanophyceae","Chroococcales","Chroococcaceae","Chondrocystis"
"476",2005460,"ILR17_vs_NYC17","AB_Genus",3,"Bacteria","Cyanobacteriota","Cyanophyceae","Chroococcales","Chroococcaceae","Chondrocystis"
"477",2099387,"TOK16_vs_SAO17","AB_Family",1,"Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Tolypothrichaceae",NA
"478",2099387,"TOK16_vs_VIE17","AB_Family",1,"Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Tolypothrichaceae",NA
"479",2183911,"ILR16_vs_SAN17","AB_Order",2,"Bacteria","Pseudomonadota","Gammaproteobacteria","Salinisphaerales",NA,NA
"480",2220096,"DEN16_vs_DOH16","AB_Genus",3,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Azospirillaceae","Indioceanicola"
"481",2292766,"AKL16_vs_DOH17","AB_Class",2,"Bacteria","","Deltaproteobacteria",NA,NA,NA
"482",2292766,"AKL16_vs_ZRH17","AB_Class",3,"Bacteria","","Deltaproteobacteria",NA,NA,NA
"483",2364647,"BAL17_vs_TOK17","AB_Genus",3,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Kalamiella"
"484",2364647,"BER16_vs_TOK17","AB_Genus",3,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Kalamiella"
"485",2364647,"BOG16_vs_TOK17","AB_Genus",3,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Kalamiella"
"486",2364647,"DOH16_vs_TOK17","AB_Genus",2,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Kalamiella"
"487",2364647,"ILR17_vs_TOK17","AB_Genus",2,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Kalamiella"
"488",2364647,"NYC17_vs_TOK17","AB_Genus",3,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Kalamiella"
"489",2507160,"NYC16_vs_BAL17","AB_Genus",3,"Bacteria","Bacillota","Clostridia","Eubacteriales","Eubacteriales Family XIII. Incertae Sedis","Aminipila"
"490",2509675,"BOG16_vs_ILR16","AB_Class",2,"Bacteria","Chloroflexota","Ktedonobacteria",NA,NA,NA
"491",2518989,"BAL17_vs_DOH17","AB_Genus",2,"Bacteria","Pseudomonadota","Gammaproteobacteria","Cellvibrionales","Halieaceae","Aequoribacter"
"492",2527974,"DEN16_vs_DOH16","AB_Genus",2,"Bacteria","Planctomycetota","Planctomycetia","Isosphaerales","Isosphaeraceae","Tautonia"
"493",2594042,"DEN16_vs_ILR16","AB_Phylum",2,"Archaea","Candidatus Lokiarchaeota",NA,NA,NA,NA
"494",2596890,"VIE17_vs_ZRH17","AB_Class",3,"Bacteria","Planctomycetota","Candidatus Uabimicrobiia",NA,NA,NA
"495",2596890,"ILR16_vs_VIE17","AB_Order",3,"Bacteria","Planctomycetota","Candidatus Uabimicrobiia","Candidatus Uabimicrobiales",NA,NA
"496",2596890,"ILR17_vs_VIE17","AB_Order",3,"Bacteria","Planctomycetota","Candidatus Uabimicrobiia","Candidatus Uabimicrobiales",NA,NA
"497",2596890,"BOG16_vs_VIE17","AB_Family",3,"Bacteria","Planctomycetota","Candidatus Uabimicrobiia","Candidatus Uabimicrobiales","Candidatus Uabimicrobiaceae",NA
"498",2596890,"NYC16_vs_VIE17","AB_Family",3,"Bacteria","Planctomycetota","Candidatus Uabimicrobiia","Candidatus Uabimicrobiales","Candidatus Uabimicrobiaceae",NA
"499",2596890,"NYC17_vs_VIE17","AB_Genus",3,"Bacteria","Planctomycetota","Candidatus Uabimicrobiia","Candidatus Uabimicrobiales","Candidatus Uabimicrobiaceae","Candidatus Uabimicrobium"
"500",2682810,"DEN16_vs_TOK17","AB_Family",3,"Bacteria","Bacillota","Clostridia","Halanaerobiales","Halanaerobiaceae",NA
"501",2697027,"ILR16_vs_LIS16","AB_Family",2,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Bruguierivoracaceae",NA
"502",2704465,"SAO17_vs_TOK17","AB_Genus",3,"Bacteria","Bacteroidota","Cytophagia","Cytophagales","Cytophagaceae","Rhodocytophaga"
"503",2714926,"BER16_vs_TOK16","AB_Genus",3,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Dysgonomonas"
"504",2735562,"BER16_vs_ILR16","AB_Phylum",1,"Bacteria","Candidatus Absconditabacteria",NA,NA,NA,NA
"505",2762748,"SAN17_vs_TOK17","AB_Genus",3,"Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingosinithalassobacter"
"506",2763672,"MIN17_vs_VIE17","AB_Genus",3,"Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Simiaoa"
"507",2763672,"SAC16_vs_MIN17","AB_Genus",2,"Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Simiaoa"
"508",2772483,"AKL16_vs_LIS16","AB_Family",1,"Bacteria","Bacteroidota","Cytophagia","Cytophagales","Cyclobacteriaceae",NA
"509",2776706,"NYC16_vs_TOK16","AB_Genus",1,"Archaea","Thermoproteota","Thermoprotei","Thermofilales","Thermofilaceae","Infirmifilum"
"510",2807512,"AKL16_vs_BAL17","AB_Class",2,"Bacteria","Planctomycetota","Phycisphaerae",NA,NA,NA
"511",2807512,"AKL16_vs_DOH16","AB_Class",2,"Bacteria","Planctomycetota","Phycisphaerae",NA,NA,NA
"512",2807512,"AKL16_vs_DOH17","AB_Class",1,"Bacteria","Planctomycetota","Phycisphaerae",NA,NA,NA
"513",2807512,"AKL16_vs_NYC16","AB_Class",3,"Bacteria","Planctomycetota","Phycisphaerae",NA,NA,NA
"514",2807512,"AKL16_vs_NYC17","AB_Class",1,"Bacteria","Planctomycetota","Phycisphaerae",NA,NA,NA
"515",2807512,"AKL16_vs_SAO17","AB_Class",2,"Bacteria","Planctomycetota","Phycisphaerae",NA,NA,NA
"516",2807512,"AKL16_vs_TOK17","AB_Class",3,"Bacteria","Planctomycetota","Phycisphaerae",NA,NA,NA
"517",2807512,"AKL16_vs_VIE17","AB_Class",3,"Bacteria","Planctomycetota","Phycisphaerae",NA,NA,NA
"518",2807512,"AKL16_vs_ZRH17","AB_Class",2,"Bacteria","Planctomycetota","Phycisphaerae",NA,NA,NA
"519",2809707,"DOH16_vs_NYC17","AB_Genus",2,"Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Salinimicrobium"
"520",2828656,"BOG16_vs_DEN16","AB_Order",3,"Bacteria","Spirochaetota","Spirochaetia","Brevinematales",NA,NA
"521",2828656,"DEN16_vs_NYC16","AB_Order",3,"Bacteria","Spirochaetota","Spirochaetia","Brevinematales",NA,NA
"522",2829187,"DOH16_vs_BAL17","AB_Genus",2,"Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Psychrobacillus"
"523",2829187,"DOH16_vs_ZRH17","AB_Genus",2,"Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Psychrobacillus"
"524",2837511,"DOH16_vs_BAL17","AB_Genus",3,"Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Sutcliffiella"
"525",2856608,"TOK16_vs_BAL17","AB_Genus",3,"Bacteria","Pseudomonadota","Gammaproteobacteria","Legionellales","Coxiellaceae","Rickettsiella"
"526",2856608,"TOK16_vs_DEN17","AB_Genus",3,"Bacteria","Pseudomonadota","Gammaproteobacteria","Legionellales","Coxiellaceae","Rickettsiella"
"527",2856608,"TOK16_vs_MIN17","AB_Genus",3,"Bacteria","Pseudomonadota","Gammaproteobacteria","Legionellales","Coxiellaceae","Rickettsiella"
"528",2857077,"DEN16_vs_SAC16","AB_Genus",3,"Bacteria","Cyanobacteriota","Cyanophyceae","Gloeobacterales","Gloeobacteraceae","Anthocerotibacter"
"529",2866588,"DOH17_vs_SAN17","AB_Genus",3,"Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Pseudoclavibacter"
"530",2866588,"NYC17_vs_SAN17","AB_Genus",2,"Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Pseudoclavibacter"
"531",2866588,"SAC16_vs_SAN17","AB_Genus",1,"Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Pseudoclavibacter"
"532",2881056,"MIN17_vs_TOK17","AB_Family",1,"Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Demequinaceae",NA
"533",2881056,"MIN17_vs_SAN17","AB_Genus",2,"Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Demequinaceae","Demequina"
"534",2881428,"NYC16_vs_DOH17","AB_Genus",2,"Bacteria","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae","Parasynechococcus"
"535",2899133,"AKL16_vs_BOG16","AB_Phylum",3,"Bacteria","Candidatus Saccharibacteria",NA,NA,NA,NA
"536",2899133,"AKL16_vs_TOK17","AB_Phylum",1,"Bacteria","Candidatus Saccharibacteria",NA,NA,NA,NA
"537",2899133,"AKL16_vs_ZRH17","AB_Phylum",1,"Bacteria","Candidatus Saccharibacteria",NA,NA,NA,NA
"538",2939494,"BER16_vs_DEN17","AB_Genus",3,"Bacteria","Bacillota","Bacilli","Bacillales","Planococcaceae","Rummeliibacillus"
"539",2939494,"BER16_vs_DOH16","AB_Genus",2,"Bacteria","Bacillota","Bacilli","Bacillales","Planococcaceae","Rummeliibacillus"
"540",2939494,"BER16_vs_NYC17","AB_Genus",3,"Bacteria","Bacillota","Bacilli","Bacillales","Planococcaceae","Rummeliibacillus"
"541",2939494,"BER16_vs_ZRH17","AB_Genus",3,"Bacteria","Bacillota","Bacilli","Bacillales","Planococcaceae","Rummeliibacillus"
"542",2939494,"DOH16_vs_TOK16","AB_Genus",2,"Bacteria","Bacillota","Bacilli","Bacillales","Planococcaceae","Rummeliibacillus"
"543",2939494,"TOK16_vs_DEN17","AB_Genus",2,"Bacteria","Bacillota","Bacilli","Bacillales","Planococcaceae","Rummeliibacillus"
"544",2939494,"TOK16_vs_NYC17","AB_Genus",3,"Bacteria","Bacillota","Bacilli","Bacillales","Planococcaceae","Rummeliibacillus"
"545",2939494,"TOK16_vs_ZRH17","AB_Genus",3,"Bacteria","Bacillota","Bacilli","Bacillales","Planococcaceae","Rummeliibacillus"
"546",2962858,"BER16_vs_VIE17","AB_Genus",1,"Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Niallia"
"547",2962858,"DOH16_vs_VIE17","AB_Genus",1,"Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Niallia"
"548",2962858,"SAC16_vs_VIE17","AB_Genus",1,"Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Niallia"
"549",2962858,"TOK16_vs_VIE17","AB_Genus",2,"Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Niallia"
"550",2984951,"AKL16_vs_BER16","AB_Phylum",2,"Bacteria","Thermotogota",NA,NA,NA,NA
"551",2984951,"AKL16_vs_DEN16","AB_Phylum",2,"Bacteria","Thermotogota",NA,NA,NA,NA
"552",2984951,"AKL16_vs_DEN17","AB_Phylum",2,"Bacteria","Thermotogota",NA,NA,NA,NA
"553",2984951,"AKL16_vs_NYC16","AB_Phylum",2,"Bacteria","Thermotogota",NA,NA,NA,NA
"554",2984951,"AKL16_vs_TOK16","AB_Phylum",2,"Bacteria","Thermotogota",NA,NA,NA,NA
"555",2984951,"AKL16_vs_ILR16","AB_Class",2,"Bacteria","Thermotogota","Thermotogae",NA,NA,NA
"556",2984951,"DEN16_vs_TOK17","AB_Order",1,"Bacteria","Thermotogota","Thermotogae","Petrotogales",NA,NA
"557",2984951,"DEN16_vs_ZRH17","AB_Order",1,"Bacteria","Thermotogota","Thermotogae","Petrotogales",NA,NA
"558",3004094,"AKL16_vs_ILR17","AB_Class",3,"Bacteria","Chloroflexota","Tepidiformia",NA,NA,NA
"559",3004094,"AKL16_vs_MIN17","AB_Class",3,"Bacteria","Chloroflexota","Tepidiformia",NA,NA,NA
"560",3004094,"AKL16_vs_SAN17","AB_Class",3,"Bacteria","Chloroflexota","Tepidiformia",NA,NA,NA
"561",3019969,"DOH17_vs_SAO17","AB_Genus",1,"Bacteria","Pseudomonadota","Gammaproteobacteria","Chromatiales","Chromatiaceae","Rheinheimera"
"562",3019969,"ILR17_vs_SAO17","AB_Genus",2,"Bacteria","Pseudomonadota","Gammaproteobacteria","Chromatiales","Chromatiaceae","Rheinheimera"
"563",3019969,"NYC17_vs_SAO17","AB_Genus",2,"Bacteria","Pseudomonadota","Gammaproteobacteria","Chromatiales","Chromatiaceae","Rheinheimera"
"564",3019969,"SAO17_vs_VIE17","AB_Genus",1,"Bacteria","Pseudomonadota","Gammaproteobacteria","Chromatiales","Chromatiaceae","Rheinheimera"
"565",3019969,"SAO17_vs_ZRH17","AB_Genus",1,"Bacteria","Pseudomonadota","Gammaproteobacteria","Chromatiales","Chromatiaceae","Rheinheimera"
