Sample	City	Taxon	(R)- and (S)-3-hydroxybutyrate biosynthesis	1,5-anhydrofructose degradation	2-aminoethylphosphonate degradation I	2-aminoethylphosphonate degradation II	3-methylbutanol biosynthesis	<i>Methanobacterium thermoautotrophicum</i> biosynthetic metabolism	<i>all-trans</i>-farnesol biosynthesis	<i>trans, trans</i>-farnesyl diphosphate biosynthesis	AEROBIC-RESPIRATION	AMINE-DEG	ANAEROBIC-RESPIRATION	AROMATIC-COMPOUNDS-BIOSYN	AROMATIC-COMPOUNDS-DEGRADATION	Acetoin-Biosynthesis	Acetyl-CoA-Biosynthesis	Acetyl-CoA-Butyrate	Acid-Resistance	Activation	Alcohol-Degradation	Aldehyde-Degradation	Amino-Acid-Biosynthesis	Amino-Acid-Degradation	Aminoacyl-tRNAs-Charging	Antibiotic-Resistance	Arsenate-Detoxification	Butanediol-Biosynthesis	C1-COMPOUNDS	C4 photosynthetic carbon assimilation cycle, NAD-ME type	C4 photosynthetic carbon assimilation cycle, NADP-ME type	C4 photosynthetic carbon assimilation cycle, PEPCK type	CARBOXYLATES-DEG	CHEMOAUTOTROPHIC-ENERGY-METABOLISM	CHLORINATED-COMPOUNDS-DEG	Carbohydrates-Biosynthesis	Carbohydrates-Degradation	Cell-Structure-Biosynthesis	Cofactor-Biosynthesis	Cyanide-Detoxification	Electron-Transfer	Entner-Duodoroff-Pathways	Fatty-Acid-and-Lipid-Degradation	GLYCOLYSIS-VARIANTS	HORMONE-DEG	HORMONE-SYN	Hydrogen-Production	Interconversion	Lipid-Biosynthesis	METHANOGENESIS	Mercury-Detoxification	Metabolic-Regulators	NUCLEO-DEG	Noncarbon-Nutrients	Nucleotide-Biosynthesis	OTHER-ENERGY	Other-Degradation	Other-biosynthesis	Pentose-Phosphate-Cycle	Polyamine-Biosynthesis	Polymer-Degradation	Protein-Degradation	Pyruvate-Degradation	Rubisco shunt	SECONDARY-METABOLITE-BIOSYNTHESIS	SECONDARY-METABOLITE-DEGRADATION	Siderophores-Biosynthesis	Steroids-Degradation	TCA-VARIANTS	anaerobic energy metabolism (invertebrates, cytosol)	anaerobic energy metabolism (invertebrates, mitochondrial)	bisabolene biosynthesis	chitin degradation to ethanol	citrulline biosynthesis	detoxification of reactive carbonyls in chloroplasts	ethylene glycol biosynthesis	fluoroacetate degradation	glutathione-mediated detoxification II	glyoxylate cycle	heterolactic fermentation	lactate biosynthesis (archaea)	methyl ketone biosynthesis	methylaspartate cycle	mixed acid fermentation	oxidized GTP and dGTP detoxification	photorespiration	photosynthesis light reactions	photosynthetic 3-hydroxybutyrate biosynthesis	pyruvate fermentation to hexanol	sedoheptulose bisphosphate bypass	succinate fermentation to butyrate	superoxide radicals degradation	superpathway of C28 brassinosteroid biosynthesis	superpathway of glycolysis and Entner-Doudoroff	superpathway of glyoxylate cycle and fatty acid degradation
NYC_Kl_2016_GCF_002833425.1	NYC	Kl	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	18.0	7.0	9.0	51.0	3.0	1.0	0.0	1.0	2.0	12.0	5.0	61.0	49.0	1.0	1.0	2.0	2.0	13.0	1.0	1.0	1.0	14.0	1.0	5.0	59.0	41.0	19.0	109.0	0.0	1.0	1.0	15.0	8.0	6.0	13.0	0.0	1.0	51.0	2.0	1.0	1.0	17.0	38.0	37.0	2.0	6.0	12.0	4.0	18.0	15.0	2.0	9.0	1.0	191.0	37.0	6.0	4.0	8.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0
NYC_Kl_2016_GCF_002833445.1	NYC	Kl	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	18.0	7.0	9.0	51.0	3.0	1.0	0.0	1.0	2.0	12.0	5.0	61.0	49.0	1.0	1.0	2.0	2.0	13.0	1.0	1.0	1.0	14.0	1.0	5.0	59.0	41.0	19.0	109.0	0.0	1.0	1.0	15.0	8.0	6.0	13.0	0.0	1.0	51.0	2.0	1.0	1.0	17.0	38.0	37.0	2.0	6.0	12.0	4.0	18.0	15.0	2.0	9.0	1.0	191.0	37.0	6.0	4.0	8.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0
NYC_Kl_2016_GCF_002833465.1	NYC	Kl	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	18.0	7.0	9.0	51.0	3.0	1.0	0.0	1.0	2.0	12.0	5.0	61.0	49.0	1.0	1.0	2.0	2.0	13.0	1.0	1.0	1.0	14.0	1.0	5.0	59.0	41.0	18.0	109.0	0.0	1.0	1.0	15.0	8.0	6.0	13.0	0.0	1.0	51.0	2.0	1.0	1.0	17.0	38.0	37.0	2.0	6.0	12.0	4.0	18.0	15.0	2.0	9.0	1.0	191.0	37.0	6.0	4.0	8.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0
NYC_Kl_2016_GCF_002856235.1	NYC	Kl	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	18.0	7.0	9.0	51.0	3.0	1.0	0.0	1.0	2.0	12.0	5.0	61.0	50.0	1.0	1.0	2.0	2.0	13.0	1.0	1.0	1.0	13.0	1.0	5.0	57.0	41.0	18.0	108.0	0.0	1.0	2.0	15.0	8.0	6.0	13.0	0.0	1.0	51.0	2.0	0.0	1.0	17.0	38.0	37.0	2.0	5.0	12.0	4.0	18.0	14.0	2.0	9.0	1.0	191.0	38.0	6.0	4.0	8.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0
NYC_Kl_2016_GCF_002856705.1	NYC	Kl	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	19.0	5.0	9.0	47.0	3.0	1.0	0.0	1.0	2.0	12.0	5.0	62.0	48.0	1.0	1.0	2.0	2.0	13.0	1.0	1.0	1.0	14.0	1.0	4.0	63.0	40.0	18.0	107.0	0.0	1.0	1.0	15.0	8.0	6.0	13.0	0.0	1.0	51.0	2.0	0.0	1.0	17.0	38.0	37.0	2.0	6.0	12.0	4.0	18.0	15.0	2.0	9.0	1.0	191.0	36.0	6.0	4.0	8.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0
NYC_Kl_2016_GCF_002856765.1	NYC	Kl	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	16.0	7.0	8.0	48.0	3.0	1.0	0.0	1.0	2.0	12.0	5.0	60.0	47.0	1.0	1.0	2.0	2.0	11.0	1.0	1.0	1.0	14.0	1.0	4.0	56.0	39.0	17.0	102.0	0.0	1.0	1.0	15.0	8.0	6.0	13.0	0.0	1.0	57.0	2.0	1.0	1.0	15.0	37.0	36.0	2.0	7.0	12.0	4.0	17.0	13.0	0.0	9.0	1.0	192.0	37.0	6.0	4.0	8.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0
NYC_Kl_2016_GCF_002857345.1	NYC	Kl	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	18.0	7.0	9.0	52.0	3.0	1.0	0.0	1.0	2.0	12.0	5.0	61.0	49.0	1.0	1.0	2.0	2.0	13.0	1.0	1.0	1.0	13.0	1.0	3.0	58.0	40.0	19.0	108.0	0.0	1.0	2.0	15.0	8.0	6.0	12.0	0.0	1.0	56.0	2.0	0.0	1.0	17.0	37.0	37.0	2.0	6.0	12.0	4.0	18.0	15.0	2.0	9.0	1.0	190.0	39.0	6.0	4.0	8.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0
NYC_Kl_2017_GCF_002855815.1	NYC	Kl	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	19.0	7.0	8.0	51.0	3.0	1.0	0.0	1.0	2.0	12.0	5.0	59.0	51.0	1.0	1.0	2.0	2.0	13.0	1.0	1.0	1.0	14.0	1.0	5.0	58.0	40.0	18.0	108.0	0.0	1.0	1.0	15.0	8.0	6.0	13.0	0.0	1.0	51.0	2.0	0.0	1.0	17.0	37.0	36.0	2.0	6.0	12.0	4.0	18.0	14.0	2.0	9.0	1.0	191.0	37.0	6.0	4.0	8.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0
NYC_Kl_2017_GCF_002855825.1	NYC	Kl	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	19.0	7.0	9.0	51.0	3.0	1.0	0.0	1.0	2.0	12.0	5.0	61.0	49.0	1.0	1.0	2.0	2.0	13.0	1.0	1.0	1.0	13.0	1.0	5.0	59.0	40.0	18.0	109.0	0.0	1.0	2.0	15.0	8.0	6.0	13.0	0.0	1.0	56.0	2.0	0.0	1.0	17.0	38.0	37.0	2.0	6.0	12.0	4.0	18.0	15.0	2.0	9.0	1.0	190.0	37.0	6.0	4.0	8.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0
NYC_Kl_2017_GCF_002855915.1	NYC	Kl	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	20.0	7.0	8.0	51.0	3.0	1.0	0.0	1.0	2.0	12.0	5.0	59.0	48.0	1.0	1.0	2.0	2.0	13.0	1.0	1.0	1.0	14.0	1.0	5.0	56.0	40.0	18.0	106.0	0.0	1.0	1.0	15.0	8.0	6.0	13.0	0.0	1.0	56.0	2.0	0.0	1.0	18.0	38.0	37.0	2.0	6.0	12.0	4.0	18.0	15.0	2.0	9.0	1.0	191.0	36.0	6.0	4.0	8.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0
NYC_Kl_2017_GCF_002855955.1	NYC	Kl	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	19.0	7.0	9.0	45.0	3.0	1.0	0.0	1.0	2.0	11.0	5.0	61.0	47.0	1.0	1.0	2.0	2.0	12.0	1.0	1.0	1.0	15.0	1.0	3.0	61.0	40.0	18.0	105.0	0.0	1.0	1.0	11.0	8.0	4.0	13.0	0.0	1.0	55.0	2.0	0.0	1.0	17.0	38.0	37.0	2.0	5.0	10.0	4.0	18.0	14.0	2.0	12.0	1.0	190.0	34.0	6.0	4.0	8.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0
NYC_Kl_2017_GCF_002855985.1	NYC	Kl	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	17.0	7.0	9.0	47.0	3.0	1.0	0.0	1.0	2.0	12.0	5.0	59.0	48.0	1.0	1.0	2.0	2.0	13.0	1.0	1.0	1.0	13.0	1.0	4.0	57.0	41.0	19.0	103.0	0.0	1.0	1.0	15.0	8.0	5.0	13.0	0.0	1.0	55.0	2.0	0.0	1.0	17.0	37.0	37.0	2.0	6.0	12.0	4.0	18.0	15.0	2.0	9.0	1.0	190.0	34.0	6.0	5.0	8.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0
NYC_Kl_2017_GCF_002856015.1	NYC	Kl	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	18.0	7.0	8.0	47.0	3.0	1.0	0.0	0.0	2.0	12.0	5.0	59.0	48.0	1.0	1.0	2.0	2.0	12.0	1.0	1.0	1.0	13.0	1.0	4.0	55.0	36.0	17.0	102.0	0.0	1.0	1.0	15.0	8.0	5.0	13.0	0.0	1.0	51.0	2.0	0.0	1.0	17.0	38.0	37.0	2.0	5.0	12.0	4.0	18.0	14.0	2.0	9.0	1.0	190.0	36.0	6.0	4.0	8.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0
NYC_Kl_2017_GCF_002856025.1	NYC	Kl	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	18.0	7.0	9.0	54.0	3.0	1.0	1.0	1.0	2.0	12.0	5.0	62.0	51.0	1.0	1.0	2.0	2.0	13.0	1.0	1.0	1.0	14.0	1.0	4.0	57.0	40.0	18.0	107.0	0.0	1.0	2.0	15.0	8.0	6.0	13.0	0.0	1.0	56.0	2.0	0.0	1.0	17.0	38.0	37.0	2.0	6.0	12.0	4.0	18.0	15.0	2.0	9.0	1.0	192.0	37.0	6.0	4.0	8.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0
NYC_Kl_2017_GCF_002856075.1	NYC	Kl	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	19.0	7.0	9.0	51.0	3.0	1.0	0.0	1.0	2.0	12.0	5.0	61.0	49.0	1.0	1.0	2.0	2.0	13.0	1.0	1.0	1.0	14.0	1.0	5.0	64.0	40.0	18.0	107.0	0.0	1.0	1.0	15.0	8.0	6.0	13.0	0.0	1.0	56.0	2.0	0.0	1.0	16.0	38.0	37.0	2.0	7.0	12.0	4.0	18.0	15.0	2.0	9.0	1.0	191.0	36.0	6.0	4.0	8.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0
NYC_Kl_2017_GCF_002856155.1	NYC	Kl	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	18.0	7.0	9.0	53.0	3.0	1.0	0.0	1.0	2.0	11.0	5.0	61.0	48.0	1.0	1.0	2.0	2.0	13.0	1.0	1.0	1.0	14.0	1.0	5.0	59.0	40.0	18.0	108.0	1.0	1.0	1.0	14.0	8.0	4.0	13.0	0.0	1.0	56.0	2.0	0.0	1.0	17.0	38.0	37.0	2.0	5.0	10.0	4.0	18.0	15.0	2.0	9.0	1.0	189.0	37.0	6.0	4.0	8.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0
NYC_Kl_2017_GCF_002856185.1	NYC	Kl	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	19.0	7.0	9.0	47.0	3.0	1.0	0.0	1.0	2.0	12.0	5.0	61.0	49.0	1.0	0.0	2.0	2.0	12.0	1.0	1.0	1.0	13.0	1.0	4.0	62.0	36.0	17.0	100.0	0.0	1.0	1.0	15.0	8.0	6.0	12.0	0.0	1.0	45.0	2.0	0.0	1.0	17.0	36.0	36.0	2.0	8.0	12.0	4.0	17.0	13.0	2.0	9.0	1.0	191.0	35.0	6.0	4.0	8.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0
NYC_Kl_2017_GCF_002856315.1	NYC	Kl	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	25.0	5.0	8.0	51.0	3.0	1.0	0.0	1.0	2.0	12.0	5.0	61.0	50.0	1.0	1.0	2.0	2.0	13.0	1.0	1.0	1.0	14.0	1.0	5.0	56.0	39.0	17.0	105.0	0.0	1.0	2.0	14.0	8.0	6.0	14.0	0.0	1.0	54.0	2.0	0.0	1.0	17.0	38.0	37.0	2.0	7.0	12.0	4.0	18.0	13.0	2.0	8.0	1.0	190.0	38.0	6.0	4.0	8.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0
NYC_Kl_2017_GCF_002856325.1	NYC	Kl	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	18.0	7.0	8.0	50.0	3.0	1.0	0.0	1.0	2.0	12.0	5.0	61.0	49.0	1.0	1.0	2.0	2.0	11.0	1.0	1.0	1.0	13.0	1.0	5.0	56.0	40.0	17.0	105.0	1.0	1.0	1.0	15.0	8.0	6.0	12.0	0.0	1.0	50.0	2.0	0.0	1.0	17.0	37.0	37.0	2.0	6.0	12.0	4.0	17.0	15.0	2.0	8.0	1.0	190.0	35.0	6.0	4.0	8.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0
NYC_Kl_2017_GCF_002856385.1	NYC	Kl	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	20.0	7.0	8.0	50.0	3.0	1.0	0.0	1.0	2.0	12.0	5.0	60.0	48.0	1.0	1.0	2.0	2.0	13.0	1.0	1.0	1.0	14.0	1.0	5.0	56.0	40.0	18.0	103.0	1.0	1.0	1.0	15.0	8.0	6.0	13.0	0.0	1.0	56.0	2.0	0.0	1.0	17.0	38.0	37.0	2.0	6.0	12.0	4.0	18.0	14.0	2.0	9.0	1.0	191.0	36.0	6.0	4.0	8.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0
NYC_Kl_2017_GCF_002856395.1	NYC	Kl	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	19.0	7.0	9.0	44.0	3.0	1.0	1.0	1.0	2.0	12.0	5.0	60.0	50.0	1.0	1.0	2.0	2.0	12.0	1.0	1.0	1.0	13.0	1.0	3.0	56.0	39.0	17.0	102.0	0.0	1.0	1.0	13.0	8.0	6.0	12.0	0.0	1.0	55.0	2.0	0.0	1.0	16.0	36.0	37.0	2.0	7.0	12.0	4.0	18.0	13.0	2.0	8.0	1.0	190.0	37.0	6.0	4.0	8.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0
NYC_Kl_2017_GCF_002856415.1	NYC	Kl	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	20.0	7.0	9.0	51.0	3.0	1.0	0.0	1.0	2.0	12.0	5.0	60.0	48.0	1.0	1.0	2.0	2.0	12.0	1.0	1.0	1.0	13.0	1.0	4.0	57.0	40.0	17.0	107.0	0.0	1.0	2.0	15.0	8.0	6.0	13.0	0.0	1.0	50.0	2.0	0.0	1.0	16.0	38.0	37.0	2.0	5.0	12.0	4.0	18.0	14.0	2.0	9.0	1.0	190.0	35.0	6.0	4.0	8.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0
NYC_Kl_2017_GCF_002856455.1	NYC	Kl	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	18.0	7.0	9.0	49.0	3.0	1.0	0.0	1.0	2.0	12.0	5.0	61.0	49.0	1.0	1.0	2.0	2.0	13.0	1.0	1.0	1.0	14.0	1.0	5.0	58.0	41.0	18.0	107.0	0.0	1.0	1.0	15.0	8.0	6.0	13.0	0.0	1.0	56.0	2.0	0.0	1.0	17.0	38.0	37.0	2.0	6.0	12.0	4.0	18.0	15.0	2.0	9.0	1.0	191.0	36.0	6.0	4.0	8.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0
NYC_Kl_2017_GCF_002856535.1	NYC	Kl	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	18.0	7.0	9.0	45.0	3.0	1.0	0.0	1.0	2.0	12.0	5.0	61.0	48.0	1.0	0.0	2.0	2.0	13.0	1.0	1.0	1.0	13.0	1.0	5.0	59.0	40.0	17.0	103.0	0.0	1.0	1.0	13.0	8.0	6.0	12.0	0.0	1.0	51.0	2.0	0.0	1.0	16.0	38.0	37.0	2.0	6.0	12.0	4.0	18.0	15.0	2.0	9.0	1.0	190.0	35.0	6.0	5.0	8.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0
NYC_Kl_2017_GCF_002856565.1	NYC	Kl	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	19.0	7.0	9.0	48.0	3.0	1.0	1.0	1.0	2.0	12.0	5.0	59.0	48.0	1.0	1.0	2.0	2.0	13.0	1.0	1.0	1.0	12.0	1.0	4.0	57.0	38.0	18.0	105.0	1.0	1.0	3.0	15.0	8.0	6.0	12.0	0.0	1.0	55.0	2.0	0.0	1.0	15.0	37.0	36.0	2.0	7.0	12.0	4.0	18.0	15.0	2.0	9.0	1.0	192.0	36.0	6.0	4.0	8.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0
NYC_Kl_2017_GCF_002856575.1	NYC	Kl	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	19.0	7.0	8.0	51.0	3.0	1.0	0.0	1.0	2.0	12.0	5.0	61.0	45.0	1.0	1.0	2.0	2.0	13.0	1.0	1.0	1.0	14.0	1.0	4.0	64.0	40.0	18.0	108.0	1.0	1.0	2.0	15.0	8.0	6.0	13.0	0.0	1.0	51.0	2.0	0.0	1.0	17.0	38.0	37.0	2.0	5.0	12.0	4.0	18.0	15.0	2.0	9.0	1.0	189.0	37.0	6.0	4.0	8.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0
NYC_Kl_2017_GCF_002856615.1	NYC	Kl	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	18.0	7.0	10.0	54.0	3.0	1.0	0.0	1.0	2.0	12.0	5.0	62.0	51.0	1.0	1.0	2.0	2.0	13.0	1.0	1.0	1.0	14.0	1.0	4.0	58.0	40.0	18.0	106.0	0.0	1.0	2.0	15.0	8.0	6.0	13.0	0.0	1.0	56.0	2.0	0.0	1.0	17.0	38.0	37.0	2.0	7.0	12.0	4.0	18.0	15.0	2.0	9.0	1.0	192.0	37.0	6.0	4.0	8.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0
NYC_Kl_2017_GCF_002856635.1	NYC	Kl	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	19.0	7.0	9.0	48.0	3.0	1.0	0.0	1.0	2.0	12.0	5.0	61.0	48.0	1.0	1.0	2.0	2.0	13.0	1.0	1.0	1.0	14.0	1.0	4.0	58.0	40.0	18.0	107.0	0.0	1.0	1.0	15.0	8.0	6.0	13.0	0.0	1.0	56.0	2.0	0.0	1.0	17.0	38.0	37.0	2.0	6.0	12.0	4.0	18.0	15.0	2.0	9.0	1.0	191.0	36.0	6.0	4.0	8.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0
NYC_Kl_2017_GCF_002856675.1	NYC	Kl	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	19.0	7.0	8.0	48.0	3.0	1.0	0.0	1.0	2.0	12.0	5.0	61.0	50.0	1.0	1.0	2.0	2.0	13.0	1.0	1.0	1.0	14.0	1.0	4.0	56.0	40.0	18.0	106.0	0.0	1.0	1.0	15.0	8.0	6.0	12.0	0.0	1.0	51.0	2.0	0.0	1.0	17.0	38.0	37.0	2.0	6.0	12.0	4.0	18.0	15.0	2.0	12.0	1.0	190.0	37.0	6.0	4.0	8.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0
NYC_Kl_2017_GCF_002856885.1	NYC	Kl	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	18.0	7.0	8.0	52.0	3.0	1.0	0.0	1.0	2.0	12.0	5.0	57.0	46.0	1.0	1.0	2.0	2.0	12.0	1.0	1.0	1.0	11.0	1.0	4.0	60.0	41.0	18.0	101.0	0.0	1.0	1.0	15.0	8.0	6.0	13.0	0.0	1.0	51.0	2.0	0.0	1.0	17.0	38.0	36.0	2.0	6.0	12.0	4.0	18.0	14.0	2.0	9.0	1.0	192.0	36.0	6.0	4.0	8.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0
NYC_Kl_2017_GCF_002856905.1	NYC	Kl	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	19.0	7.0	9.0	51.0	3.0	1.0	0.0	1.0	2.0	12.0	5.0	61.0	50.0	1.0	0.0	2.0	2.0	13.0	1.0	1.0	1.0	14.0	1.0	5.0	56.0	40.0	18.0	107.0	0.0	1.0	1.0	15.0	8.0	6.0	13.0	0.0	1.0	51.0	2.0	0.0	1.0	17.0	38.0	37.0	2.0	6.0	12.0	4.0	18.0	14.0	2.0	9.0	1.0	191.0	36.0	6.0	4.0	8.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0
