,1.1.1,1.1.2,1.1.3,1.1.5,1.1.98,1.1.99,1.10.3,1.11.1,1.11.2,1.12.1,1.12.2,1.12.7,1.12.98,1.12.99,1.13.11,1.13.12,1.14.11,1.14.12,1.14.13,1.14.14,1.14.15,1.14.16,1.14.18,1.14.19,1.14.21,1.14.99,1.15.1,1.16.1,1.16.3,1.17.1,1.17.2,1.17.4,1.17.7,1.17.99,1.18.1,1.18.6,1.2.1,1.2.2,1.2.3,1.2.4,1.2.5,1.2.7,1.2.99,1.20.4,1.21.98,1.21.99,1.3.1,1.3.3,1.3.5,1.3.7,1.3.8,1.3.98,1.3.99,1.4.1,1.4.3,1.4.7,1.4.99,1.5.1,1.6.1,1.6.3,1.6.5,1.6.99,1.7.1,1.7.2,1.7.99,1.8.1,1.8.2,1.8.4,1.8.5,1.8.7,1.8.98,1.8.99,1.9.3,1.97.1,2.1.1,2.1.2,2.1.3,2.10.1,2.2.1,2.3.1,2.3.2,2.3.3,2.4.1,2.4.2,2.4.99,2.5.1,2.6.1,2.6.99,2.7.1,2.7.10,2.7.11,2.7.13,2.7.14,2.7.2,2.7.3,2.7.4,2.7.6,2.7.7,2.7.8,2.7.9,2.8.1,2.8.3,2.8.4,2.9.1,3.1.1,3.1.11,3.1.13,3.1.2,3.1.21,3.1.22,3.1.26,3.1.3,3.1.31,3.1.4,3.1.5,3.1.6,3.2.1,3.2.2,3.3.1,3.3.2,3.4.11,3.4.13,3.4.14,3.4.15,3.4.16,3.4.17,3.4.19,3.4.21,3.4.22,3.4.23,3.4.24,3.4.25,3.5.1,3.5.2,3.5.3,3.5.4,3.5.5,3.5.99,3.6.1,3.6.3,3.6.4,3.6.5,3.7.1,3.8.1,3.9.1,4.1.1,4.1.2,4.1.3,4.1.99,4.2.1,4.2.2,4.2.3,4.2.99,4.3.1,4.3.2,4.3.3,4.3.99,4.4.1,4.6.1,4.7.1,4.99.1,5.1.1,5.1.3,5.2.1,5.3.1,5.3.2,5.3.3,5.3.99,5.4.1,5.4.2,5.4.3,5.4.4,5.4.99,5.5.1,5.99.1,6.1.1,6.2.1,6.3.1,6.3.2,6.3.3,6.3.4,6.3.5,6.4.1,6.5.1,6.6.1,City
CAMDA23_MetaSUB_gCSD17_SAN_16,2328.0,47.0,13.0,70.0,62.0,14.0,248.0,800.0,3.0,0.0,0.0,0.0,0.0,16.0,216.0,34.0,8.0,28.0,281.0,17.0,15.0,41.0,0.0,48.0,2.0,42.0,54.0,0.0,30.0,212.0,34.0,214.0,115.0,5.0,62.0,23.0,1064.0,5.0,4.0,593.0,53.0,14.0,17.0,0.0,0.0,0.0,407.0,34.0,197.0,54.0,17.0,0.0,45.0,670.0,75.0,321.0,45.0,92.0,339.0,0.0,229.0,36.0,14.0,100.0,306.0,561.0,3.0,186.0,8.0,56.0,0.0,0.0,104.0,141.0,1308.0,465.0,169.0,6.0,954.0,1618.0,6.0,439.0,569.0,776.0,147.0,1595.0,921.0,38.0,807.0,6.0,241.0,624.0,2.0,525.0,25.0,403.0,326.0,3559.0,228.0,180.0,470.0,34.0,233.0,28.0,169.0,42.0,38.0,81.0,12.0,4.0,197.0,452.0,0.0,96.0,2.0,5.0,454.0,207.0,360.0,0.0,281.0,6.0,6.0,21.0,4.0,43.0,29.0,747.0,2.0,4.0,6.0,162.0,510.0,180.0,65.0,337.0,3.0,12.0,471.0,2769.0,1390.0,336.0,16.0,19.0,4.0,888.0,187.0,405.0,351.0,3111.0,26.0,402.0,131.0,87.0,232.0,126.0,0.0,65.0,70.0,17.0,35.0,208.0,300.0,73.0,549.0,9.0,55.0,0.0,3.0,473.0,83.0,28.0,711.0,17.0,1366.0,1605.0,1176.0,151.0,572.0,8.0,568.0,1345.0,783.0,535.0,36.0,SAN
CAMDA23_MetaSUB_gCSD17_SAN_2,14595.0,374.0,42.0,258.0,460.0,140.0,1792.0,4781.0,7.0,0.0,1.0,0.0,4.0,35.0,1272.0,151.0,75.0,56.0,1385.0,142.0,112.0,158.0,2.0,237.0,13.0,493.0,243.0,0.0,279.0,1336.0,509.0,515.0,561.0,18.0,340.0,68.0,6529.0,31.0,31.0,3194.0,555.0,168.0,198.0,0.0,12.0,0.0,2174.0,176.0,1038.0,881.0,156.0,0.0,331.0,3700.0,511.0,2206.0,203.0,473.0,1900.0,0.0,1390.0,321.0,134.0,101.0,869.0,3113.0,43.0,918.0,8.0,580.0,0.0,2.0,393.0,228.0,7649.0,2353.0,1010.0,35.0,4936.0,9821.0,7.0,2901.0,4082.0,3891.0,1338.0,8981.0,5158.0,262.0,4336.0,16.0,1682.0,5177.0,5.0,3074.0,172.0,1897.0,1971.0,19487.0,1742.0,828.0,2931.0,482.0,1164.0,301.0,1145.0,156.0,240.0,340.0,34.0,47.0,1228.0,2694.0,0.0,559.0,8.0,54.0,3783.0,1182.0,2431.0,5.0,1623.0,17.0,5.0,208.0,6.0,190.0,201.0,4467.0,0.0,1.0,52.0,995.0,2956.0,1178.0,185.0,2343.0,59.0,127.0,2828.0,14948.0,7066.0,1729.0,145.0,124.0,1.0,4796.0,1069.0,2399.0,2541.0,19142.0,59.0,2317.0,877.0,463.0,1486.0,761.0,5.0,384.0,532.0,283.0,196.0,1299.0,1298.0,496.0,3620.0,71.0,242.0,0.0,52.0,3076.0,474.0,99.0,3750.0,44.0,7254.0,8398.0,6441.0,820.0,3042.0,57.0,3525.0,7250.0,4586.0,3288.0,529.0,SAN
CAMDA23_MetaSUB_gCSD17_SAN_3,566.0,25.0,3.0,17.0,12.0,7.0,120.0,168.0,2.0,0.0,0.0,0.0,0.0,5.0,52.0,4.0,0.0,6.0,46.0,7.0,2.0,7.0,0.0,20.0,1.0,20.0,16.0,0.0,7.0,35.0,9.0,42.0,28.0,1.0,15.0,1.0,246.0,0.0,3.0,110.0,10.0,8.0,4.0,0.0,2.0,0.0,75.0,11.0,46.0,30.0,1.0,0.0,8.0,111.0,12.0,90.0,15.0,9.0,76.0,0.0,56.0,14.0,7.0,2.0,37.0,136.0,2.0,39.0,4.0,15.0,0.0,0.0,16.0,49.0,289.0,78.0,44.0,4.0,172.0,347.0,2.0,112.0,129.0,132.0,32.0,290.0,194.0,17.0,127.0,3.0,47.0,160.0,0.0,137.0,7.0,99.0,95.0,811.0,66.0,43.0,104.0,13.0,47.0,8.0,53.0,15.0,15.0,12.0,1.0,0.0,56.0,109.0,0.0,25.0,2.0,5.0,89.0,44.0,113.0,0.0,83.0,6.0,1.0,8.0,0.0,9.0,10.0,220.0,0.0,1.0,0.0,20.0,134.0,21.0,17.0,81.0,0.0,5.0,75.0,613.0,302.0,93.0,5.0,7.0,0.0,208.0,45.0,86.0,139.0,703.0,0.0,79.0,34.0,21.0,63.0,15.0,1.0,17.0,13.0,5.0,3.0,22.0,73.0,16.0,123.0,6.0,4.0,0.0,0.0,97.0,27.0,17.0,124.0,7.0,294.0,391.0,215.0,35.0,111.0,0.0,120.0,278.0,213.0,89.0,17.0,SAN
CAMDA23_MetaSUB_gCSD17_SAN_4,1754.0,34.0,21.0,36.0,31.0,13.0,508.0,604.0,4.0,0.0,1.0,0.0,0.0,13.0,190.0,19.0,6.0,20.0,157.0,19.0,8.0,25.0,0.0,27.0,1.0,42.0,95.0,0.0,27.0,126.0,45.0,125.0,95.0,0.0,50.0,9.0,749.0,1.0,3.0,315.0,36.0,11.0,5.0,0.0,2.0,0.0,233.0,55.0,208.0,117.0,19.0,2.0,26.0,341.0,69.0,271.0,36.0,44.0,228.0,2.0,199.0,31.0,22.0,19.0,94.0,379.0,13.0,106.0,9.0,31.0,0.0,0.0,33.0,655.0,919.0,272.0,101.0,12.0,503.0,1001.0,3.0,276.0,311.0,392.0,117.0,894.0,607.0,27.0,452.0,7.0,118.0,438.0,0.0,321.0,10.0,250.0,232.0,2628.0,161.0,138.0,316.0,38.0,129.0,12.0,147.0,52.0,19.0,41.0,15.0,3.0,155.0,298.0,0.0,80.0,6.0,16.0,489.0,132.0,253.0,0.0,195.0,23.0,4.0,29.0,2.0,33.0,38.0,602.0,4.0,10.0,2.0,92.0,350.0,90.0,46.0,239.0,12.0,10.0,270.0,2363.0,840.0,261.0,11.0,9.0,0.0,756.0,158.0,261.0,341.0,2148.0,16.0,232.0,84.0,95.0,168.0,74.0,0.0,42.0,41.0,16.0,7.0,125.0,222.0,86.0,403.0,13.0,16.0,0.0,4.0,309.0,82.0,20.0,418.0,5.0,953.0,1153.0,742.0,83.0,297.0,10.0,388.0,767.0,525.0,292.0,59.0,SAN
CAMDA23_MetaSUB_gCSD17_SAN_5,1618.0,32.0,14.0,22.0,39.0,16.0,493.0,522.0,8.0,0.0,2.0,0.0,0.0,21.0,199.0,17.0,9.0,10.0,132.0,11.0,5.0,26.0,0.0,35.0,0.0,46.0,61.0,1.0,39.0,99.0,45.0,134.0,67.0,1.0,61.0,16.0,780.0,1.0,2.0,285.0,32.0,11.0,10.0,0.0,3.0,0.0,213.0,39.0,137.0,81.0,18.0,2.0,44.0,337.0,51.0,260.0,32.0,39.0,185.0,0.0,151.0,16.0,14.0,29.0,106.0,366.0,5.0,83.0,17.0,31.0,0.0,0.0,38.0,565.0,912.0,203.0,104.0,10.0,542.0,1073.0,7.0,350.0,348.0,412.0,97.0,971.0,602.0,34.0,455.0,9.0,104.0,550.0,1.0,312.0,25.0,251.0,227.0,2573.0,177.0,96.0,313.0,14.0,143.0,22.0,109.0,53.0,30.0,46.0,7.0,1.0,119.0,280.0,2.0,52.0,8.0,12.0,467.0,143.0,234.0,5.0,218.0,19.0,3.0,32.0,4.0,17.0,40.0,586.0,0.0,4.0,6.0,82.0,352.0,94.0,26.0,245.0,9.0,13.0,277.0,2164.0,830.0,295.0,15.0,7.0,2.0,730.0,124.0,223.0,336.0,2056.0,26.0,240.0,52.0,85.0,175.0,53.0,0.0,71.0,40.0,21.0,5.0,95.0,217.0,69.0,430.0,12.0,23.0,0.0,7.0,298.0,65.0,11.0,425.0,16.0,921.0,1164.0,618.0,119.0,377.0,5.0,359.0,713.0,507.0,287.0,33.0,SAN
CAMDA23_MetaSUB_gCSD17_SAN_6,569.0,19.0,3.0,10.0,10.0,4.0,128.0,146.0,0.0,0.0,0.0,0.0,1.0,2.0,56.0,1.0,6.0,2.0,54.0,6.0,4.0,3.0,0.0,8.0,0.0,10.0,16.0,0.0,10.0,44.0,42.0,48.0,26.0,0.0,18.0,16.0,237.0,0.0,1.0,111.0,16.0,1.0,5.0,0.0,0.0,0.0,90.0,16.0,60.0,40.0,3.0,0.0,10.0,129.0,34.0,73.0,12.0,15.0,84.0,0.0,50.0,4.0,4.0,11.0,58.0,111.0,3.0,17.0,3.0,19.0,0.0,0.0,5.0,226.0,301.0,97.0,54.0,3.0,189.0,378.0,2.0,95.0,130.0,140.0,41.0,328.0,211.0,9.0,199.0,0.0,60.0,157.0,0.0,115.0,4.0,76.0,40.0,886.0,68.0,34.0,102.0,15.0,53.0,6.0,42.0,25.0,15.0,11.0,6.0,3.0,46.0,103.0,0.0,21.0,1.0,3.0,154.0,33.0,65.0,2.0,54.0,5.0,0.0,8.0,2.0,9.0,11.0,167.0,0.0,1.0,0.0,20.0,146.0,47.0,10.0,113.0,4.0,2.0,96.0,756.0,321.0,84.0,4.0,2.0,0.0,238.0,44.0,88.0,88.0,725.0,9.0,81.0,10.0,28.0,53.0,26.0,0.0,29.0,15.0,7.0,6.0,46.0,57.0,14.0,149.0,3.0,2.0,0.0,2.0,94.0,26.0,8.0,115.0,1.0,268.0,349.0,256.0,34.0,135.0,0.0,127.0,266.0,161.0,101.0,15.0,SAN
CAMDA23_MetaSUB_gCSD17_SAN_7,5885.0,100.0,22.0,171.0,192.0,23.0,729.0,1922.0,10.0,0.0,3.0,0.0,3.0,81.0,595.0,83.0,34.0,76.0,724.0,49.0,52.0,50.0,8.0,99.0,5.0,91.0,140.0,7.0,88.0,507.0,159.0,606.0,296.0,14.0,175.0,43.0,2542.0,16.0,10.0,1243.0,127.0,46.0,36.0,7.0,3.0,0.0,1021.0,115.0,446.0,173.0,78.0,2.0,133.0,1480.0,277.0,778.0,161.0,222.0,717.0,0.0,537.0,117.0,56.0,159.0,778.0,1347.0,17.0,443.0,86.0,157.0,0.0,3.0,153.0,307.0,3169.0,1081.0,419.0,24.0,2149.0,4434.0,16.0,1152.0,1610.0,1813.0,389.0,3730.0,2276.0,95.0,2030.0,21.0,664.0,1706.0,3.0,1351.0,117.0,951.0,759.0,8723.0,691.0,453.0,1210.0,125.0,548.0,86.0,510.0,247.0,224.0,198.0,43.0,26.0,543.0,1262.0,0.0,304.0,20.0,23.0,1482.0,417.0,936.0,4.0,817.0,78.0,6.0,116.0,18.0,114.0,95.0,1937.0,0.0,17.0,24.0,341.0,1444.0,363.0,152.0,895.0,13.0,66.0,949.0,6437.0,3023.0,804.0,39.0,37.0,0.0,2246.0,502.0,1170.0,955.0,7304.0,74.0,918.0,314.0,290.0,615.0,302.0,0.0,171.0,149.0,61.0,66.0,551.0,846.0,241.0,1594.0,68.0,122.0,2.0,15.0,1168.0,204.0,77.0,1554.0,38.0,3482.0,3850.0,2442.0,350.0,1414.0,35.0,1330.0,2933.0,1872.0,1209.0,103.0,SAN
CAMDA23_MetaSUB_gCSD17_SAN_8,6607.0,176.0,42.0,202.0,125.0,55.0,865.0,2216.0,2.0,0.0,3.0,2.0,0.0,66.0,807.0,48.0,28.0,95.0,779.0,57.0,41.0,103.0,10.0,103.0,6.0,112.0,177.0,3.0,161.0,598.0,217.0,492.0,318.0,4.0,179.0,85.0,3153.0,8.0,4.0,1447.0,149.0,57.0,38.0,1.0,8.0,0.0,1059.0,136.0,492.0,260.0,47.0,2.0,177.0,1647.0,257.0,853.0,228.0,213.0,924.0,1.0,568.0,143.0,66.0,382.0,831.0,1558.0,7.0,508.0,27.0,181.0,0.0,1.0,196.0,360.0,3382.0,1188.0,434.0,25.0,2270.0,4393.0,11.0,1436.0,1468.0,1839.0,460.0,3946.0,2463.0,136.0,1849.0,17.0,620.0,1730.0,0.0,1422.0,106.0,1024.0,881.0,9722.0,655.0,551.0,1199.0,175.0,607.0,108.0,600.0,144.0,170.0,225.0,22.0,17.0,628.0,1092.0,0.0,263.0,2.0,33.0,1325.0,529.0,1001.0,4.0,937.0,22.0,4.0,69.0,8.0,80.0,89.0,2219.0,0.0,13.0,14.0,391.0,1363.0,451.0,170.0,974.0,34.0,55.0,1068.0,7747.0,3434.0,905.0,63.0,48.0,0.0,2514.0,459.0,1232.0,1037.0,8723.0,91.0,946.0,403.0,277.0,719.0,286.0,0.0,173.0,178.0,70.0,65.0,468.0,910.0,234.0,1727.0,59.0,130.0,0.0,22.0,1233.0,223.0,73.0,1646.0,40.0,3554.0,4464.0,3017.0,327.0,1402.0,21.0,1545.0,3051.0,2079.0,1347.0,99.0,SAN
CAMDA23_MetaSUB_gCSD17_SAN_9,9952.0,182.0,64.0,249.0,314.0,97.0,1366.0,3751.0,13.0,0.0,5.0,1.0,1.0,28.0,981.0,98.0,66.0,70.0,891.0,72.0,41.0,174.0,4.0,167.0,6.0,190.0,217.0,11.0,239.0,859.0,345.0,925.0,505.0,7.0,180.0,49.0,4756.0,22.0,20.0,2242.0,319.0,79.0,41.0,5.0,10.0,0.0,1283.0,166.0,721.0,371.0,107.0,0.0,234.0,2278.0,349.0,1451.0,383.0,252.0,1337.0,0.0,1125.0,165.0,112.0,149.0,1021.0,2183.0,22.0,733.0,33.0,357.0,0.0,0.0,164.0,182.0,4860.0,1754.0,709.0,22.0,3357.0,6412.0,14.0,1881.0,2658.0,2678.0,775.0,6031.0,3678.0,147.0,2913.0,26.0,933.0,2930.0,6.0,2165.0,112.0,1384.0,1366.0,13647.0,939.0,677.0,1878.0,152.0,965.0,176.0,763.0,185.0,180.0,254.0,42.0,11.0,866.0,1692.0,0.0,313.0,4.0,19.0,2252.0,921.0,1512.0,7.0,1264.0,37.0,24.0,143.0,14.0,115.0,187.0,2965.0,0.0,17.0,16.0,592.0,2160.0,678.0,120.0,1704.0,20.0,55.0,1558.0,10524.0,5121.0,1231.0,88.0,59.0,0.0,3407.0,794.0,1909.0,1789.0,12741.0,101.0,1666.0,552.0,325.0,950.0,500.0,0.0,228.0,273.0,103.0,140.0,820.0,1119.0,308.0,2310.0,71.0,168.0,0.0,24.0,2044.0,334.0,113.0,2755.0,29.0,5286.0,5917.0,4120.0,542.0,2103.0,22.0,2287.0,4799.0,3257.0,2110.0,241.0,SAN
CAMDA23_MetaSUB_gCSD17_SAO_1,3047.0,119.0,4.0,86.0,61.0,2.0,431.0,1036.0,0.0,0.0,17.0,0.0,0.0,208.0,410.0,51.0,26.0,31.0,443.0,15.0,86.0,21.0,0.0,17.0,0.0,137.0,88.0,0.0,31.0,349.0,264.0,289.0,116.0,0.0,52.0,275.0,1575.0,4.0,12.0,684.0,165.0,20.0,95.0,0.0,0.0,0.0,707.0,83.0,248.0,147.0,27.0,2.0,60.0,803.0,134.0,520.0,97.0,88.0,633.0,0.0,201.0,91.0,35.0,211.0,690.0,767.0,11.0,277.0,116.0,17.0,0.0,2.0,26.0,9.0,1833.0,507.0,270.0,32.0,922.0,2343.0,13.0,806.0,1020.0,906.0,219.0,2135.0,1278.0,42.0,1207.0,9.0,236.0,824.0,8.0,780.0,56.0,606.0,513.0,5037.0,494.0,321.0,679.0,106.0,378.0,43.0,397.0,90.0,56.0,57.0,6.0,3.0,403.0,384.0,0.0,172.0,16.0,20.0,572.0,220.0,363.0,6.0,415.0,11.0,0.0,28.0,0.0,13.0,32.0,1124.0,0.0,0.0,3.0,135.0,708.0,184.0,40.0,300.0,90.0,10.0,459.0,3761.0,1824.0,514.0,53.0,29.0,0.0,1180.0,264.0,705.0,599.0,4463.0,8.0,565.0,133.0,263.0,306.0,171.0,0.0,82.0,135.0,77.0,12.0,262.0,502.0,129.0,836.0,2.0,77.0,0.0,0.0,824.0,269.0,92.0,874.0,11.0,1886.0,2666.0,1398.0,225.0,646.0,9.0,905.0,1609.0,1365.0,674.0,264.0,SAO
CAMDA23_MetaSUB_gCSD17_SAO_10,4591.0,152.0,2.0,132.0,60.0,0.0,655.0,1373.0,1.0,0.0,35.0,0.0,0.0,345.0,612.0,99.0,59.0,69.0,450.0,41.0,104.0,28.0,0.0,14.0,0.0,272.0,133.0,4.0,58.0,567.0,366.0,296.0,194.0,0.0,95.0,469.0,2210.0,1.0,4.0,1104.0,375.0,69.0,205.0,0.0,4.0,0.0,1237.0,170.0,360.0,246.0,51.0,22.0,170.0,1464.0,122.0,754.0,143.0,120.0,937.0,0.0,447.0,130.0,38.0,282.0,1254.0,1500.0,22.0,324.0,251.0,4.0,0.0,0.0,48.0,27.0,2455.0,604.0,614.0,13.0,1587.0,3520.0,3.0,963.0,1557.0,1423.0,425.0,3298.0,1722.0,76.0,2319.0,5.0,455.0,1260.0,6.0,1166.0,129.0,886.0,710.0,8441.0,644.0,428.0,788.0,167.0,401.0,24.0,396.0,114.0,81.0,116.0,0.0,10.0,521.0,465.0,0.0,189.0,0.0,12.0,934.0,528.0,400.0,0.0,679.0,30.0,5.0,64.0,2.0,13.0,52.0,1768.0,0.0,1.0,0.0,223.0,871.0,292.0,17.0,429.0,127.0,23.0,574.0,6141.0,2403.0,827.0,100.0,50.0,0.0,1815.0,515.0,829.0,762.0,6286.0,3.0,958.0,315.0,472.0,473.0,341.0,3.0,85.0,165.0,136.0,26.0,376.0,710.0,273.0,1294.0,8.0,155.0,0.0,1.0,1400.0,584.0,114.0,1321.0,31.0,3295.0,3749.0,2032.0,459.0,1011.0,15.0,1538.0,3039.0,1839.0,970.0,421.0,SAO
CAMDA23_MetaSUB_gCSD17_SAO_11,4279.0,184.0,20.0,142.0,77.0,12.0,677.0,1553.0,2.0,0.0,37.0,0.0,0.0,280.0,523.0,89.0,54.0,53.0,547.0,68.0,122.0,35.0,0.0,27.0,1.0,198.0,182.0,2.0,56.0,446.0,166.0,346.0,122.0,12.0,111.0,344.0,2074.0,4.0,4.0,634.0,187.0,34.0,201.0,9.0,10.0,0.0,954.0,119.0,409.0,398.0,104.0,6.0,134.0,800.0,139.0,442.0,103.0,147.0,614.0,0.0,335.0,85.0,91.0,301.0,616.0,891.0,5.0,273.0,80.0,50.0,0.0,0.0,82.0,169.0,2348.0,687.0,270.0,16.0,1237.0,3092.0,97.0,1178.0,1033.0,1003.0,265.0,2629.0,1712.0,53.0,1319.0,3.0,278.0,1312.0,13.0,921.0,100.0,771.0,706.0,5825.0,518.0,389.0,865.0,200.0,514.0,50.0,484.0,94.0,147.0,118.0,19.0,9.0,398.0,457.0,0.0,197.0,16.0,31.0,770.0,318.0,579.0,3.0,606.0,34.0,5.0,42.0,10.0,55.0,72.0,1556.0,0.0,2.0,6.0,218.0,1117.0,180.0,101.0,544.0,95.0,24.0,640.0,5149.0,1849.0,612.0,26.0,118.0,0.0,1757.0,242.0,810.0,827.0,5599.0,29.0,688.0,198.0,204.0,364.0,134.0,10.0,129.0,112.0,98.0,35.0,346.0,547.0,192.0,899.0,18.0,60.0,0.0,2.0,850.0,131.0,105.0,915.0,44.0,2427.0,3315.0,1821.0,191.0,920.0,14.0,1030.0,1982.0,1577.0,597.0,149.0,SAO
CAMDA23_MetaSUB_gCSD17_SAO_12,3290.0,126.0,2.0,118.0,54.0,14.0,550.0,938.0,0.0,0.0,11.0,0.0,0.0,185.0,534.0,91.0,34.0,43.0,418.0,41.0,66.0,23.0,0.0,38.0,0.0,111.0,88.0,0.0,34.0,328.0,281.0,280.0,74.0,8.0,120.0,397.0,1551.0,3.0,3.0,464.0,167.0,29.0,140.0,0.0,0.0,0.0,671.0,84.0,314.0,208.0,39.0,2.0,134.0,669.0,94.0,400.0,119.0,77.0,529.0,0.0,202.0,73.0,51.0,211.0,470.0,657.0,16.0,239.0,37.0,45.0,0.0,0.0,37.0,46.0,1679.0,472.0,272.0,10.0,876.0,2563.0,12.0,768.0,776.0,879.0,194.0,2033.0,1289.0,64.0,1100.0,7.0,203.0,817.0,2.0,654.0,71.0,560.0,440.0,4497.0,441.0,263.0,551.0,110.0,414.0,68.0,358.0,40.0,54.0,88.0,9.0,5.0,260.0,420.0,0.0,146.0,1.0,15.0,542.0,251.0,382.0,1.0,320.0,22.0,0.0,37.0,0.0,20.0,50.0,1136.0,2.0,10.0,3.0,117.0,687.0,118.0,92.0,378.0,82.0,34.0,397.0,3968.0,1490.0,518.0,12.0,70.0,0.0,1331.0,196.0,717.0,681.0,4255.0,5.0,490.0,163.0,168.0,364.0,116.0,0.0,118.0,79.0,79.0,5.0,272.0,442.0,105.0,692.0,19.0,35.0,0.0,0.0,626.0,190.0,83.0,786.0,5.0,1809.0,2558.0,1494.0,195.0,659.0,6.0,938.0,1550.0,1097.0,486.0,112.0,SAO
CAMDA23_MetaSUB_gCSD17_SAO_13,1886.0,23.0,4.0,145.0,16.0,0.0,1133.0,631.0,0.0,0.0,7.0,0.0,0.0,86.0,249.0,25.0,31.0,39.0,182.0,21.0,36.0,13.0,0.0,14.0,0.0,59.0,49.0,4.0,45.0,204.0,56.0,308.0,56.0,12.0,88.0,72.0,923.0,0.0,6.0,258.0,74.0,0.0,42.0,0.0,1.0,0.0,439.0,69.0,197.0,58.0,9.0,15.0,92.0,216.0,148.0,157.0,98.0,146.0,206.0,0.0,106.0,41.0,53.0,41.0,205.0,458.0,4.0,192.0,36.0,5.0,0.0,0.0,16.0,1459.0,1527.0,369.0,117.0,26.0,626.0,1595.0,7.0,326.0,463.0,659.0,48.0,1239.0,1040.0,35.0,905.0,9.0,108.0,592.0,4.0,437.0,102.0,437.0,283.0,3430.0,271.0,158.0,418.0,37.0,191.0,30.0,226.0,226.0,160.0,161.0,28.0,23.0,191.0,536.0,0.0,178.0,17.0,20.0,495.0,145.0,197.0,11.0,270.0,105.0,3.0,28.0,44.0,37.0,49.0,771.0,0.0,18.0,0.0,55.0,505.0,71.0,92.0,240.0,9.0,39.0,305.0,2814.0,988.0,247.0,21.0,4.0,0.0,1324.0,168.0,394.0,337.0,2183.0,1.0,235.0,91.0,165.0,211.0,47.0,6.0,112.0,39.0,40.0,4.0,185.0,390.0,207.0,536.0,21.0,33.0,0.0,0.0,396.0,75.0,66.0,378.0,25.0,1182.0,1458.0,665.0,129.0,564.0,43.0,461.0,874.0,522.0,221.0,13.0,SAO
CAMDA23_MetaSUB_gCSD17_SAO_14,1471.0,56.0,3.0,43.0,51.0,3.0,188.0,491.0,3.0,0.0,8.0,0.0,0.0,106.0,208.0,13.0,33.0,14.0,218.0,15.0,43.0,17.0,2.0,12.0,0.0,38.0,37.0,0.0,35.0,177.0,131.0,121.0,38.0,4.0,26.0,141.0,713.0,0.0,2.0,247.0,74.0,10.0,46.0,0.0,2.0,0.0,333.0,41.0,120.0,57.0,10.0,0.0,57.0,348.0,88.0,216.0,54.0,37.0,206.0,0.0,85.0,52.0,21.0,105.0,225.0,319.0,5.0,106.0,38.0,22.0,0.0,0.0,26.0,20.0,960.0,229.0,84.0,18.0,483.0,1167.0,4.0,382.0,320.0,427.0,86.0,980.0,632.0,13.0,530.0,0.0,117.0,416.0,2.0,321.0,40.0,249.0,205.0,2417.0,238.0,184.0,346.0,42.0,216.0,37.0,167.0,26.0,26.0,41.0,4.0,2.0,150.0,205.0,0.0,44.0,0.0,5.0,278.0,132.0,168.0,0.0,222.0,4.0,0.0,13.0,2.0,7.0,33.0,598.0,0.0,2.0,2.0,77.0,387.0,67.0,24.0,185.0,41.0,16.0,225.0,1855.0,781.0,246.0,40.0,44.0,0.0,736.0,95.0,321.0,284.0,1891.0,3.0,203.0,57.0,124.0,168.0,68.0,1.0,36.0,67.0,47.0,19.0,116.0,228.0,90.0,422.0,9.0,36.0,0.0,0.0,363.0,75.0,36.0,382.0,13.0,905.0,1093.0,694.0,83.0,377.0,6.0,422.0,808.0,553.0,261.0,93.0,SAO
CAMDA23_MetaSUB_gCSD17_SAO_15,4766.0,65.0,3.0,135.0,89.0,4.0,394.0,1149.0,0.0,0.0,29.0,1.0,2.0,128.0,321.0,40.0,12.0,29.0,262.0,14.0,57.0,37.0,1.0,20.0,0.0,59.0,72.0,0.0,45.0,721.0,119.0,381.0,253.0,1.0,41.0,163.0,2056.0,5.0,8.0,1542.0,359.0,61.0,74.0,3.0,2.0,0.0,1156.0,108.0,227.0,118.0,80.0,6.0,82.0,2506.0,119.0,936.0,88.0,42.0,1269.0,0.0,352.0,124.0,33.0,207.0,1387.0,1993.0,11.0,254.0,422.0,54.0,0.0,0.0,54.0,10.0,2460.0,860.0,904.0,37.0,1834.0,3547.0,22.0,900.0,2105.0,1913.0,691.0,3820.0,2052.0,72.0,2839.0,14.0,580.0,1024.0,7.0,1561.0,116.0,1211.0,800.0,9521.0,538.0,239.0,888.0,121.0,414.0,44.0,401.0,218.0,103.0,97.0,21.0,8.0,622.0,677.0,0.0,91.0,4.0,9.0,816.0,455.0,405.0,3.0,721.0,27.0,0.0,28.0,1.0,6.0,96.0,1483.0,0.0,1.0,0.0,170.0,835.0,482.0,21.0,408.0,39.0,37.0,681.0,5661.0,3212.0,952.0,156.0,14.0,0.0,1884.0,780.0,1068.0,757.0,6476.0,3.0,1220.0,428.0,795.0,394.0,507.0,0.0,94.0,249.0,45.0,36.0,557.0,749.0,289.0,1715.0,13.0,119.0,0.0,0.0,1630.0,1068.0,78.0,1666.0,21.0,3847.0,4290.0,1567.0,572.0,1138.0,9.0,1855.0,3872.0,2349.0,1218.0,626.0,SAO
