"samples","klebsciella","enterobacter","escherichia","enterobacter.rel","escherichia.rel","klebsciella.rel","enterobacter.relTot","escherichia.relTot","klebsciella.relTot"
"CAMDA23_MetaSUB_gCSD17_VIE_9",22,8,2,0.25,0.0625,0.6875,0.000197433366238894,4.93583415597236e-05,0.00054294175715696
"CAMDA23_MetaSUB_gCSD17_ZRH_10",14,5,0,0.263157894736842,0,0.736842105263158,0.000191710440550592,0,0.000536789233541659
"CAMDA23_MetaSUB_gCSD17_ZRH_11",16,6,0,0.272727272727273,0,0.727272727272727,0.000116667962977366,0,0.000311114567939644
"CAMDA23_MetaSUB_gCSD17_ZRH_12",6,5,2,0.384615384615385,0.153846153846154,0.461538461538462,0.000359066427289048,0.000143626570915619,0.000430879712746858
"CAMDA23_MetaSUB_gCSD17_ZRH_13",7289,8718,162,0.539179912177624,0.0100191724905684,0.450800915331808,0.139698105951351,0.00259590423997693,0.116799666698715
"CAMDA23_MetaSUB_gCSD17_ZRH_14",13,8,3,0.333333333333333,0.125,0.541666666666667,0.00024975024975025,9.36563436563437e-05,0.000405844155844156
"CAMDA23_MetaSUB_gCSD17_ZRH_15",225,88,11,0.271604938271605,0.0339506172839506,0.694444444444444,0.00219923026940571,0.000274903783675714,0.00562303193882141
"CAMDA23_MetaSUB_gCSD17_ZRH_16",26,12,7,0.266666666666667,0.155555555555556,0.577777777777778,0.000375810341047885,0.000219222698944599,0.000814255738937083
"CAMDA23_MetaSUB_gCSD17_ZRH_1",4,1,1,0.166666666666667,0.166666666666667,0.666666666666667,3.65550519081737e-05,3.65550519081737e-05,0.000146220207632695
"CAMDA23_MetaSUB_gCSD17_ZRH_2",7,5,8,0.25,0.4,0.35,0.000168685267028778,0.000269896427246044,0.000236159373840289
"CAMDA23_MetaSUB_gCSD17_ZRH_3",7,6,5,0.333333333333333,0.277777777777778,0.388888888888889,0.000228519195612431,0.00019043266301036,0.000266605728214503
"CAMDA23_MetaSUB_gCSD17_ZRH_4",1,19,5,0.76,0.2,0.04,0.000571170900345709,0.000150308131669923,3.00616263339847e-05
"CAMDA23_MetaSUB_gCSD17_ZRH_5",9,15,2,0.576923076923077,0.0769230769230769,0.346153846153846,0.000255632434643308,3.40843246191077e-05,0.000153379460785985
"CAMDA23_MetaSUB_gCSD17_ZRH_6",24,9,8,0.219512195121951,0.195121951219512,0.585365853658537,0.000144071459443884,0.000128063519505675,0.000384190558517024
"CAMDA23_MetaSUB_gCSD17_ZRH_7",134,129,7,0.477777777777778,0.0259259259259259,0.496296296296296,0.00395851233582914,0.000214802994967473,0.00411194304652019
"CAMDA23_MetaSUB_gCSD17_ZRH_8",10,6,2,0.333333333333333,0.111111111111111,0.555555555555556,0.000152272669593686,5.07575565312286e-05,0.000253787782656143
"CAMDA23_MetaSUB_gCSD17_ZRH_9",3,3,3,0.333333333333333,0.333333333333333,0.333333333333333,5.24778281176203e-05,5.24778281176203e-05,5.24778281176203e-05
