"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"693075","Bacteria","Caldisericota","Caldisericia","Caldisericales","Caldisericaceae",NA,NA
"2933293","Archaea","Euryarchaeota","Methanonatronarchaeia","Methanonatronarchaeales","Methanonatronarchaeaceae",NA,NA
"274537","Bacteria","Chlorobiota","Chlorobiia","Chlorobiales","Chlorobiaceae",NA,NA
"1936003","Bacteria","Planctomycetota","Phycisphaerae","Sedimentisphaerales","Anaerohalosphaeraceae",NA,NA
"454171","Bacteria","Armatimonadota","Chthonomonadetes","Chthonomonadales","Chthonomonadaceae",NA,NA
"64160","Bacteria","Aquificota","Aquificae","Desulfurobacteriales","Desulfurobacteriaceae",NA,NA
"167964","Bacteria","Chloroflexota","Anaerolineae","Anaerolineales","Anaerolineaceae",NA,NA
"2494234","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Sutterellaceae",NA,NA
"1307839","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Salinivirgaceae",NA,NA
"45663","Bacteria","Thermodesulfobacteriota","Desulfovibrionia","Desulfovibrionales","Desulfohalobiaceae",NA,NA
"179637","Archaea","Euryarchaeota","Halobacteria","Halobacteriales","Halococcaceae",NA,NA
"1469144","Bacteria","Actinomycetota","Actinomycetes","Kitasatosporales","Carbonactinosporaceae",NA,NA
"309806","Bacteria","Aquificota","Aquificae","Aquificales","Hydrogenothermaceae",NA,NA
"83984","Archaea","Euryarchaeota","Methanomicrobia","Methanomicrobiales","Methanocorpusculaceae",NA,NA
"1550241","Archaea","Thermoproteota","Thermoprotei","Thermofilales","Thermofilaceae",NA,NA
"2282148","Archaea","Candidatus Micrarchaeota","Candidatus Micrarchaeia","Candidatus Micrarchaeales","Candidatus Micrarchaeaceae",NA,NA
