"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"45497","Bacteria","Bacillota","Tissierellia","Tissierellales","Tepidimicrobiaceae","Schnuerera",NA
"1582259","Bacteria","Bacillota","Tissierellia","Tissierellales","Tissierellaceae","Gudongella",NA
"116090","Bacteria","Bacillota","Tissierellia","Tissierellales","Thermohalobacteraceae","Caloranaerobacter",NA
"2816908","Bacteria","Bacillota","Tissierellia","","","Sedimentibacter",NA
"46507","Bacteria","Bacillota","Tissierellia","","","Ezakiella",NA
"2035","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Curtobacterium",NA
"33882","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Microbacterium",NA
"2994664","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Frigoribacterium",NA
"453304","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Agromyces",NA
"28447","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Clavibacter",NA
"2609252","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Rathayibacter",NA
"1784719","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Leucobacter",NA
"150026","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Leifsonia",NA
"2933290","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Agrococcus",NA
"2480625","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Plantibacter",NA
"2708338","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Salinibacterium",NA
"1978566","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Cryobacterium",NA
"1795630","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Frondihabitans",NA
"1804990","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Microcella",NA
"2419774","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Protaetiibacter",NA
"412690","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Microterricola",NA
"2735133","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Herbiconiux",NA
"529884","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Rhodoluna",NA
"2079792","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Mycetocola",NA
"1619308","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Cnuibacter",NA
"2419771","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Gryllotalpicola",NA
"2985506","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Homoserinibacter",NA
"2599293","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Humibacter",NA
"674079","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Marisediminicola",NA
"2596912","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Glaciihabitans",NA
"1729695","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Gulosibacter",NA
"1159327","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Pontimonas",NA
"2683590","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Diaminobutyricimonas",NA
"2773266","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Agreia",NA
"1987356","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Aurantimicrobium",NA
"1179673","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Cellulomonadaceae","Oerskovia",NA
"2591145","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Cellulomonadaceae","Cellulomonas",NA
"2758442","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Cellulomonadaceae","Actinotalea",NA
"545619","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Cellulomonadaceae","Paraoerskovia",NA
"2654547","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Cellulomonadaceae","Pseudactinotalea",NA
"37921","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Arthrobacter",NA
"1275","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Kocuria",NA
"728066","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Pseudarthrobacter",NA
"37930","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Glutamicibacter",NA
"43675","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Rothia",NA
"1270","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Micrococcus",NA
"2986919","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Paeniglutamicibacter",NA
"1742992","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Paenarthrobacter",NA
"2567881","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Citricoccus",NA
"37927","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Sinomonas",NA
"1618207","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Psychromicrobium",NA
"556325","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Neomicrococcus",NA
"1646","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Renibacterium",NA
"57494","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Nesterenkonia",NA
"2170745","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Auritidibacter",NA
"2714931","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Sanguibacteraceae","Sanguibacter",NA
"1710","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Promicromonosporaceae","Cellulosimicrobium",NA
"2509457","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Promicromonosporaceae","Xylanimonas",NA
"139208","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Promicromonosporaceae","Isoptericola",NA
"262209","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Intrasporangiaceae","Janibacter",NA
"2714941","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Intrasporangiaceae","Phycicoccus",NA
"1658671","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Intrasporangiaceae","Arsenicicoccus",NA
"443156","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Intrasporangiaceae","Pedococcus",NA
"1813880","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Intrasporangiaceae","Tetrasphaera",NA
"53358","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Intrasporangiaceae","Intrasporangium",NA
"2575923","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Brevibacteriaceae","Brevibacterium",NA
"556288","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Dermabacteraceae","Brachybacterium",NA
"1630135","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Dermabacteraceae","Dermabacter",NA
"2917725","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Bogoriellaceae","Georgenia",NA
"1288636","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Ornithinimicrobiaceae","Ornithinimicrobium",NA
"1078471","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Ornithinimicrobiaceae","Serinicoccus",NA
"2603206","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Ruaniaceae","Ruania",NA
"2675754","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Ruaniaceae","Occultella",NA
"2819238","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","","Pengzhenrongella",NA
"1133546","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","","Luteimicrobium",NA
"571913","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Dermacoccaceae","Luteipulveratus",NA
"1274","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Dermacoccaceae","Dermacoccus",NA
"2770551","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Dermacoccaceae","Yimella",NA
"2904523","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Dermacoccaceae","Allobranchiibius",NA
"1863","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Dermatophilaceae","Dermatophilus",NA
"2716227","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Dermatophilaceae","Gephyromycinifex",NA
"100225","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Dermatophilaceae","Austwickia",NA
"84757","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Beutenbergiaceae","Beutenbergia",NA
"2171623","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Beutenbergiaceae","Miniimonas",NA
"2881056","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Demequinaceae","Demequina",NA
"1276","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Kytococcaceae","Kytococcus",NA
"43674","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Jonesiaceae","Jonesia",NA
"1883","Bacteria","Actinomycetota","Actinomycetes","Kitasatosporales","Streptomycetaceae","Streptomyces",NA
"2018025","Bacteria","Actinomycetota","Actinomycetes","Kitasatosporales","Streptomycetaceae","Kitasatospora",NA
"2704468","Bacteria","Actinomycetota","Actinomycetes","Kitasatosporales","Streptomycetaceae","Streptacidiphilus",NA
"2896848","Bacteria","Actinomycetota","Actinomycetes","Kitasatosporales","Streptomycetaceae","Yinghuangia",NA
"1436133","Bacteria","Actinomycetota","Actinomycetes","Kitasatosporales","Streptomycetaceae","Actinacidiphila",NA
"29303","Bacteria","Actinomycetota","Actinomycetes","Kitasatosporales","Streptomycetaceae","Streptantibioticus",NA
"2126346","Bacteria","Actinomycetota","Actinomycetes","Kitasatosporales","Streptomycetaceae","Peterkaempfera",NA
"126673","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium",NA
"1763","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium",NA
"36809","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacteroides",NA
"1788","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacter",NA
"639313","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Hoyosella",NA
"1827","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Nocardiaceae","Rhodococcus",NA
"1824","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Nocardiaceae","Nocardia",NA
"43767","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Nocardiaceae","Prescottella",NA
"38304","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Corynebacteriaceae","Corynebacterium",NA
"2053","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Gordoniaceae","Gordonia",NA
"39122","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Gordoniaceae","Skermania",NA
"57704","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Tsukamurellaceae","Tsukamurella",NA
"322509","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Dietziaceae","Dietzia",NA
"2760083","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","","Tomitella",NA
"286802","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Segniliparaceae","Segniliparus",NA
"1813","Bacteria","Actinomycetota","Actinomycetes","Pseudonocardiales","Pseudonocardiaceae","Amycolatopsis",NA
"2736640","Bacteria","Actinomycetota","Actinomycetes","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia",NA
"1836","Bacteria","Actinomycetota","Actinomycetes","Pseudonocardiales","Pseudonocardiaceae","Saccharopolyspora",NA
"2802641","Bacteria","Actinomycetota","Actinomycetes","Pseudonocardiales","Pseudonocardiaceae","Kutzneria",NA
"103733","Bacteria","Actinomycetota","Actinomycetes","Pseudonocardiales","Pseudonocardiaceae","Saccharothrix",NA
"2951806","Bacteria","Actinomycetota","Actinomycetes","Pseudonocardiales","Pseudonocardiaceae","Lentzea",NA
"65496","Bacteria","Actinomycetota","Actinomycetes","Pseudonocardiales","Pseudonocardiaceae","Actinoalloteichus",NA
"632569","Bacteria","Actinomycetota","Actinomycetes","Pseudonocardiales","Pseudonocardiaceae","Saccharomonospora",NA
"860235","Bacteria","Actinomycetota","Actinomycetes","Pseudonocardiales","Pseudonocardiaceae","Kibdelosporangium",NA
"211114","Bacteria","Actinomycetota","Actinomycetes","Pseudonocardiales","Pseudonocardiaceae","Allokutzneria",NA
"40566","Bacteria","Actinomycetota","Actinomycetes","Pseudonocardiales","Pseudonocardiaceae","Actinosynnema",NA
"1653480","Bacteria","Actinomycetota","Actinomycetes","Pseudonocardiales","Pseudonocardiaceae","Alloactinosynnema",NA
"2268449","Bacteria","Actinomycetota","Actinomycetes","Pseudonocardiales","Pseudonocardiaceae","Actinokineospora",NA
"530584","Bacteria","Actinomycetota","Actinomycetes","Pseudonocardiales","Pseudonocardiaceae","Prauserella",NA
"2017486","Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales","Nocardioidaceae","Nocardioides",NA
"1736691","Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales","Nocardioidaceae","Aeromicrobium",NA
"546871","Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales","Nocardioidaceae","Friedmanniella",NA
"2045","Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales","Nocardioidaceae","Pimelobacter",NA
"642780","Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales","Nocardioidaceae","Marmoricola",NA
"2908642","Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales","Nocardioidaceae","Solicola",NA
"75385","Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales","Nocardioidaceae","Micropruina",NA
"2708082","Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales","Nocardioidaceae","Mumia",NA
"1747","Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales","Propionibacteriaceae","Cutibacterium",NA
"546874","Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales","Propionibacteriaceae","Microlunatus",NA
"72763","Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales","Propionibacteriaceae","Tessaracoccus",NA
"2760308","Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales","Propionibacteriaceae","Propioniciclava",NA
"675864","Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales","Propionibacteriaceae","Auraticoccus",NA
"2662261","Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales","Propionibacteriaceae","Raineyella",NA
"1744","Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales","Propionibacteriaceae","Propionibacterium",NA
"1750","Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales","Propionibacteriaceae","Arachnia",NA
"182640","Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales","Kribbellaceae","Kribbella",NA
"117157","Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales","Actinopolymorphaceae","Actinopolymorpha",NA
"1873","Bacteria","Actinomycetota","Actinomycetes","Micromonosporales","Micromonosporaceae","Micromonospora",NA
"2836373","Bacteria","Actinomycetota","Actinomycetes","Micromonosporales","Micromonosporaceae","Actinoplanes",NA
"35754","Bacteria","Actinomycetota","Actinomycetes","Micromonosporales","Micromonosporaceae","Dactylosporangium",NA
"227318","Bacteria","Actinomycetota","Actinomycetes","Micromonosporales","Micromonosporaceae","Actinocatenispora",NA
"338584","Bacteria","Actinomycetota","Actinomycetes","Micromonosporales","Micromonosporaceae","Polymorphospora",NA
"624315","Bacteria","Actinomycetota","Actinomycetes","Micromonosporales","Micromonosporaceae","Phytohabitans",NA
"2024580","Bacteria","Actinomycetota","Actinomycetes","Micromonosporales","Micromonosporaceae","Plantactinospora",NA
"56438","Bacteria","Actinomycetota","Actinomycetes","Micromonosporales","Micromonosporaceae","Couchioplanes",NA
"2728827","Bacteria","Actinomycetota","Actinomycetes","Micromonosporales","Micromonosporaceae","Catellatospora",NA
"2811111","Bacteria","Actinomycetota","Actinomycetes","Micromonosporales","Micromonosporaceae","Natronosporangium",NA
"168695","Bacteria","Actinomycetota","Actinomycetes","Micromonosporales","Micromonosporaceae","Salinispora",NA
"1909395","Bacteria","Actinomycetota","Actinomycetes","Streptosporangiales","Streptosporangiaceae","Nonomuraea",NA
"2001","Bacteria","Actinomycetota","Actinomycetes","Streptosporangiales","Streptosporangiaceae","Streptosporangium",NA
"2006","Bacteria","Actinomycetota","Actinomycetes","Streptosporangiales","Streptosporangiaceae","Thermobispora",NA
"46165","Bacteria","Actinomycetota","Actinomycetes","Streptosporangiales","Thermomonosporaceae","Actinomadura",NA
"1411117","Bacteria","Actinomycetota","Actinomycetes","Streptosporangiales","Thermomonosporaceae","Thermomonospora",NA
"163604","Bacteria","Actinomycetota","Actinomycetes","Streptosporangiales","Nocardiopsaceae","Nocardiopsis",NA
"1323731","Bacteria","Actinomycetota","Actinomycetes","Streptosporangiales","Nocardiopsaceae","Streptomonospora",NA
"2820884","Bacteria","Actinomycetota","Actinomycetes","Streptosporangiales","Nocardiopsaceae","Spiractinospora",NA
"53522","Bacteria","Actinomycetota","Actinomycetes","Streptosporangiales","Nocardiopsaceae","Thermobifida",NA
"544580","Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Actinomyces",NA
"2733571","Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Trueperella",NA
"1660","Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Schaalia",NA
"1282737","Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Flaviflexus",NA
"59505","Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Actinotignum",NA
"2051","Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Mobiluncus",NA
"2811781","Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Varibaculum",NA
"2851567","Bacteria","Actinomycetota","Actinomycetes","Geodermatophilales","Geodermatophilaceae","Modestobacter",NA
"138336","Bacteria","Actinomycetota","Actinomycetes","Geodermatophilales","Geodermatophilaceae","Blastococcus",NA
"1861","Bacteria","Actinomycetota","Actinomycetes","Geodermatophilales","Geodermatophilaceae","Geodermatophilus",NA
"1798224","Bacteria","Actinomycetota","Actinomycetes","Jiangellales","Jiangellaceae","Jiangella",NA
"298654","Bacteria","Actinomycetota","Actinomycetes","Frankiales","Frankiaceae","Frankia",NA
"1678","Bacteria","Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",NA
"53461","Bacteria","Actinomycetota","Actinomycetes","Nakamurellales","Nakamurellaceae","Nakamurella",NA
"2944128","Bacteria","Actinomycetota","Actinomycetes","Jatrophihabitantales","Jatrophihabitantaceae","Jatrophihabitans",NA
"304895","Bacteria","Actinomycetota","Actinomycetes","Catenulisporales","Catenulisporaceae","Catenulispora",NA
"414996","Bacteria","Actinomycetota","Actinomycetes","Actinopolysporales","Actinopolysporaceae","Actinopolyspora",NA
"283811","Bacteria","Actinomycetota","Actinomycetes","Glycomycetales","Glycomycetaceae","Stackebrandtia",NA
"2811108","Bacteria","Actinomycetota","Actinomycetes","Glycomycetales","Glycomycetaceae","Natronoglycomyces",NA
"1891644","Bacteria","Actinomycetota","Actinomycetes","Sporichthyales","Sporichthyaceae","Epidermidibacterium",NA
"28049","Bacteria","Actinomycetota","Actinomycetes","Acidothermales","Acidothermaceae","Acidothermus",NA
"131568","Bacteria","Actinomycetota","Actinomycetes","Kineosporiales","Kineosporiaceae","Kineococcus",NA
"446660","Bacteria","Actinomycetota","Coriobacteriia","Eggerthellales","Eggerthellaceae","Adlercreutzia",NA
"1907662","Bacteria","Actinomycetota","Coriobacteriia","Eggerthellales","Eggerthellaceae","Raoultibacter",NA
"79604","Bacteria","Actinomycetota","Coriobacteriia","Eggerthellales","Eggerthellaceae","Denitrobacterium",NA
"471189","Bacteria","Actinomycetota","Coriobacteriia","Eggerthellales","Eggerthellaceae","Gordonibacter",NA
"2734634","Bacteria","Actinomycetota","Coriobacteriia","Eggerthellales","Eggerthellaceae","Berryella",NA
"2682776","Bacteria","Actinomycetota","Coriobacteriia","Eggerthellales","Eggerthellaceae","Xiamenia",NA
"84110","Bacteria","Actinomycetota","Coriobacteriia","Eggerthellales","Eggerthellaceae","Slackia",NA
"84163","Bacteria","Actinomycetota","Coriobacteriia","Eggerthellales","Eggerthellaceae","Cryptobacterium",NA
"712411","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Atopobiaceae","Olsenella",NA
"1382","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Atopobiaceae","Lancefieldella",NA
"2003188","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Atopobiaceae","Parolsenella",NA
"604330","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Atopobiaceae","Parafannyhessea",NA
"712157","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Atopobiaceae","Atopobium",NA
"74426","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella",NA
"191495","Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","Conexibacteraceae","Conexibacter",NA
"2884022","Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","Capillimicrobiaceae","Capillimicrobium",NA
"2949664","Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","Paraconexibacteraceae","Paraconexibacter",NA
"29539","Bacteria","Actinomycetota","Thermoleophilia","Thermoleophilales","Thermoleophilaceae","Thermoleophilum",NA
"2843216","Bacteria","Actinomycetota","Thermoleophilia","Miltoncostaeales","Miltoncostaeaceae","Miltoncostaea",NA
"49319","Bacteria","Actinomycetota","Rubrobacteria","Rubrobacterales","Rubrobacteraceae","Rubrobacter",NA
"2997333","Bacteria","Actinomycetota","Rubrobacteria","Rubrobacterales","Baekduiaceae","Baekduia",NA
"2722752","Bacteria","Actinomycetota","Acidimicrobiia","Acidimicrobiales","Iamiaceae","Iamia",NA
"2849779","Bacteria","Actinomycetota","Acidimicrobiia","Acidimicrobiales","Iamiaceae","Aquihabitans",NA
"2789776","Bacteria","Actinomycetota","Acidimicrobiia","Acidimicrobiales","Iamiaceae","Actinomarinicola",NA
"467094","Bacteria","Actinomycetota","Acidimicrobiia","Acidimicrobiales","Ilumatobacteraceae","Ilumatobacter",NA
"53635","Bacteria","Actinomycetota","Acidimicrobiia","Acidimicrobiales","Acidimicrobiaceae","Acidimicrobium",NA
"1670831","Bacteria","Actinomycetota","Nitriliruptoria","Egibacterales","Egibacteraceae","Egibacter",NA
"1608957","Bacteria","Actinomycetota","Nitriliruptoria","Euzebyales","Euzebyaceae","Euzebya",NA
"1670830","Bacteria","Actinomycetota","Nitriliruptoria","Egicoccales","Egicoccaceae","Egicoccus",NA
"1177","Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Nostocaceae","Nostoc",NA
"142864","Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Nostocaceae","Cylindrospermum",NA
"1165","Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Nostocaceae","Anabaena",NA
"1357545","Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Nostocaceae","Richelia",NA
"2853227","Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Calotrichaceae","Calothrix",NA
"1137095","Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Scytonemataceae","Scytonema",NA
"1397703","Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Scytonemataceae","Brasilonema",NA
"2099387","Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Tolypothrichaceae","Tolypothrix",NA
"984207","Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Aphanizomenonaceae","Sphaerospermopsis",NA
"109266","Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Aphanizomenonaceae","Anabaenopsis",NA
"373994","Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Rivulariaceae","Rivularia",NA
"2005456","Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Hapalosiphonaceae","Fischerella",NA
"2546359","Bacteria","Cyanobacteriota","Cyanophyceae","Chroococcales","Aphanothecaceae","Gloeothece",NA
"2546360","Bacteria","Cyanobacteriota","Cyanophyceae","Chroococcales","Aphanothecaceae","Crocosphaera",NA
"713887","Bacteria","Cyanobacteriota","Cyanophyceae","Chroococcales","Aphanothecaceae","Candidatus Atelocyanobacterium",NA
"1617448","Bacteria","Cyanobacteriota","Cyanophyceae","Chroococcales","Chroococcaceae","Geminocystis",NA
"2005460","Bacteria","Cyanobacteriota","Cyanophyceae","Chroococcales","Chroococcaceae","Chondrocystis",NA
"1173026","Bacteria","Cyanobacteriota","Cyanophyceae","Chroococcales","Chroococcaceae","Gloeocapsa",NA
"379064","Bacteria","Cyanobacteriota","Cyanophyceae","Chroococcales","Geminocystaceae","Cyanobacterium",NA
"2874213","Bacteria","Cyanobacteriota","Cyanophyceae","Oscillatoriales","Microcoleaceae","Oxynema",NA
"54304","Bacteria","Cyanobacteriota","Cyanophyceae","Oscillatoriales","Microcoleaceae","Planktothrix",NA
"119532","Bacteria","Cyanobacteriota","Cyanophyceae","Oscillatoriales","Microcoleaceae","Microcoleus",NA
"482564","Bacteria","Cyanobacteriota","Cyanophyceae","Oscillatoriales","Oscillatoriaceae","Oscillatoria",NA
"1155739","Bacteria","Cyanobacteriota","Cyanophyceae","Oscillatoriales","Oscillatoriaceae","Moorena",NA
"222819","Bacteria","Cyanobacteriota","Cyanophyceae","Oscillatoriales","","Koinonema",NA
"1173025","Bacteria","Cyanobacteriota","Cyanophyceae","Oscillatoriales","Coleofasciculaceae","Geitlerinema",NA
"2886352","Bacteria","Cyanobacteriota","Cyanophyceae","Oscillatoriales","Coleofasciculaceae","Allocoleopsis",NA
"241425","Bacteria","Cyanobacteriota","Cyanophyceae","Oscillatoriales","Gomontiellaceae","Crinalium",NA
"292566","Bacteria","Cyanobacteriota","Cyanophyceae","Synechococcales","Synechococcaceae","Dactylococcopsis",NA
"59930","Bacteria","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae","Cyanobium",NA
"1219","Bacteria","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae","Prochlorococcus",NA
"2881428","Bacteria","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae","Parasynechococcus",NA
"155978","Bacteria","Cyanobacteriota","Cyanophyceae","Synechococcales","Acaryochloridaceae","Acaryochloris",NA
"1173032","Bacteria","Cyanobacteriota","Cyanophyceae","Synechococcales","Chamaesiphonaceae","Chamaesiphon",NA
"2906798","Bacteria","Cyanobacteriota","Cyanophyceae","Pseudanabaenales","Leptolyngbyaceae","Leptodesmis",NA
"2931930","Bacteria","Cyanobacteriota","Cyanophyceae","Pseudanabaenales","Leptolyngbyaceae","Kovacikia",NA
"2917832","Bacteria","Cyanobacteriota","Cyanophyceae","Pseudanabaenales","Leptolyngbyaceae","Leptothermofonsia",NA
"2303528","Bacteria","Cyanobacteriota","Cyanophyceae","Pseudanabaenales","Oculatellaceae","Thermoleptolyngbya",NA
