ID	Species	AST-based group	WGS - AMR markers
S42	Klebsiella pneumoniae	CP CRE	AAC(3)-IIa, AAC(6')-Ib10, aadA2, AcrA, AcrB, AcrD, AcrR, ANT(3'')-IIa, APH(3'')-Ib, APH(3')-Ia, APH(6)-Id, argR, ArnT, BaeR, BaeS, bamB, BasS, CatB3, clpV-tssH, CmlA5, cpsACP, CpxA, CRP, CTX-M-15, cusR, cycA, DfrA30, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, entF, eptB, EstX-Sat1, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, galF, glf, GlpT, gnd, gyrA, gyrB, H-NS, hcp-tssD, hlyB, icmF-tssM, impA-tssA, IroE, KdeA, kfoC, KPC-2, KPHS_23120, KpnE, KpnF, KpnG, KpnH, leuO, LptD, MarA, MdtB, MdtC, mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, MsbA, mtfA, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB, OXA-1, parC, PatA, PmrE, ptxD, QacE, QacL, QnrB1, RamA, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, sfaG, SHV-40, SilA, SilB, SilC, Sul2, tesA, Tet(B), Tet(D), tetC, tle1, tli1, TmrB, tssF, UhpT, vasE-tssK, Vga(C), vgrG-tssI, vipA-tssB, vipB-tssC, virB, wbbM, wbbN, wbbO, wza, wzi, wzm, wzt, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA
S43	Klebsiella pneumoniae	CP CRE	AAC(3)-IIa, AAC(6')-Ib10, AcrA, AcrB, AcrD, AcrR, ANT(3'')-IIa, argR, ArnT, BaeR, BaeS, BasS, clpV-tssH, cpsACP, CpxA, CRP, cusR, cycA, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, entF, eptB, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, galF, glf, GlpT, gnd, gyrA, H-NS, hcp-tssD, hlyB, icmF-tssM, impA-tssA, IroE, KdeA, kfoC, KPC-3, KPHS_23120, KpnE, KpnF, KpnG, KpnH, leuO, LptD, MarA, MdtB, MdtC, mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, MsbA, mtfA, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB, OXA-9, parC, PatA, QnrB10, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, sfaG, SHV-11, TEM-98, tesA, tle1, tli1, TmrB, tssF, ugd, UhpT, vasE-tssK, Vga(C), vgrG-tssI, vipA-tssB, vipB-tssC, virB, wbbM, wbbN, wbbO, wza, wzi, wzm, wzt, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA
S44	Klebsiella pneumoniae	CP CRE	AAC(3)-IIc, AAC(3)-IV, AAC(6')-Ib10, aadA2, AcrA, AcrB, AcrD, AcrR, ANT(3'')-IIa, APH(3')-Ia, APH(4)-Ia, argR, ArnT, BaeR, BaeS, BasS, clpV-tssH, CmlA5, cpsACP, CpxA, CRP, cusR, cycA, DfrA12, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, entF, eptB, EstX-Sat1, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, galF, GlpT, gnd, gyrA, H-NS, hcp-tssD, hlyB, icmF-tssM, impA-tssA, IroE, KdeA, KPC-3, KPHS_23120, KpnE, KpnF, KpnG, KpnH, leuO, LptD, manB, manC, MarA, MdtB, MdtC, Mph(A), mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, Mrx, MsbA, mtfA, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB, OXA-2, parC, PatA, ptxD, QacL, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, sfaG, SHV-11, SilA, SilB, SilC, srpC, Sul1, Sul3, TEM-1, tesA, tle1, tli1, TmrB, tssF, ugd, UhpT, vasE-tssK, Vga(C), vgrG-tssI, vipA-tssB, vipB-tssC, virB, wza, wzi, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA
S45	Klebsiella pneumoniae	CP CRE	AAC(3)-IIc, AAC(3)-IV, AAC(6')-Ib10, AcrA, AcrB, AcrD, AcrR, APH(4)-Ia, argR, ArnT, BaeR, BaeS, BasS, clpV-tssH, cpsACP, CpxA, CRP, cusR, cycA, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, entF, eptB, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, galF, GlpT, gnd, gyrA, H-NS, hcp-tssD, hlyB, icmF-tssM, impA-tssA, IroE, KdeA, KPC-3, KPHS_23120, KpnE, KpnF, KpnG, KpnH, leuO, LptD, manB, manC, MarA, MdtB, MdtC, mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, MsbA, mtfA, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB, OXA-2, parC, PatA, ptxD, QnrS7, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, sfaG, SHV-11, SilA, SilB, SilC, Sul1, TEM-1, tesA, tle1, tli1, TmrB, tssF, ugd, UhpT, vasE-tssK, vgrG-tssI, vipA-tssB, vipB-tssC, wza, wzi, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA
S46	Klebsiella pneumoniae	CP CRE	AAC(3)-IIc, AAC(6')-Ib10, aadA, aadA2, AcrA, AcrB, AcrD, AcrR, APH(3'')-Ib, APH(6)-Id, argR, ArnT, BaeR, BaeS, BasS, CatB3, CatI, ClbA, ClbB, ClbC, clbD, clbE, clbF, clbG, clbH, clbI, clbJ, clbL, clbM, clbN, clbO, clbP, clbQ, clbS, clpV-tssH, cpsACP, CpxA, CRP, cusR, cycA, DfrA1, DfrA12, DfrA14, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, entF, eptB, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, fyuA, galF, glf, GlpT, gnd, gyrA, gyrB, H-NS, hcp-tssD, hlyB, icmF-tssM, impA-tssA, IroE, irp1, irp2, KdeA, kfoC, KPC-2, KPHS_23120, KpnE, KpnF, KpnG, KpnH, LEN-6, leuO, LptD, MarA, MdtB, MdtC, MerR, Mph(A), mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, Mrx, MsbA, mtfA, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB, OXA-1, parC, PatA, PmrE, ptxD, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, Sat2, sciN-tssJ, sfaG, SHV-122, SilA, SilB, SilC, srpC, Sul1, Sul2, TEM-1, tesA, tle1, tli1, TmrB, tssF, UhpT, vasE-tssK, Vga(C), vgrG-tssI, vipA-tssB, vipB-tssC, virB, wbbM, wbbN, wbbO, wza, wzi, wzm, wzt, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA, ybtA, ybtE, YbtQ, ybtS, ybtT
S47	Klebsiella pneumoniae	CP CRE	AAC(3)-IIc, AAC(6')-Ib10, aadA2, AcrA, AcrB, AcrD, AcrR, ANT(3'')-IIa, APH(3')-Ia, argR, ArnT, BaeR, BaeS, BasS, clpV-tssH, CmlA5, cpsACP, CpxA, CRP, cusR, cycA, DfrA12, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, entF, eptB, EstX-Sat1, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, galF, GlpT, gnd, gyrA, H-NS, hcp-tssD, hlyB, icmF-tssM, impA-tssA, IroE, KdeA, KPC-3, KPHS_23120, KpnE, KpnF, KpnG, KpnH, leuO, LptD, manB, manC, MarA, MdtB, MdtC, Mph(A), mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, Mrx, MsbA, mtfA, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB, OXA-2, parC, PatA, QacL, QnrS7, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, sfaG, SHV-11, srpC, Sul1, Sul3, TEM-1, tesA, tle1, tli1, TmrB, tssF, ugd, UhpT, vasE-tssK, Vga(C), vgrG-tssI, vipA-tssB, vipB-tssC, virB, wza, wzi, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA
S48	Klebsiella pneumoniae	CP CRE	AAC(3)-IIc, AAC(6')-Ib-cr, aadA5, AcrA, AcrB, AcrD, AcrR, APH(3'')-Ib, APH(6)-Id, argR, ArnT, BaeR, BaeS, bamB, CatB3, clpV-tssH, cpsACP, CpxA, CRP, CTX-M-15, cusR, cycA, Dfr, DfrA14, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, entF, eptB, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, fyuA, galF, glf, GlpT, gnd, gyrA, H-NS, hcp-tssD, hlyB, icmF-tssM, IroE, irp1, irp2, KdeA, KPC-3, KpnE, KpnF, KpnG, KpnH, leuO, LptD, manB, manC, MarA, MdtB, MdtC, MerR, Mph(A), Mrx, MsbA, mtfA, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB20, OXA-1, parC, PatA, QnrS7, RamA, RamR, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, setB, sfaG, SHV-28, SilA, SilB, SilC, srpC, Sul1, Sul2, TEM-1, tesA, Tet(A), TmrB, tssF, ugd, UhpT, vasE-tssK, Vga(C), vipA-tssB, vipB-tssC, virB, wbbM, wbbN, wbbO, wzi, wzm, wzt, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA, ybtA, ybtE, YbtQ, ybtS, ybtT
S49	Klebsiella pneumoniae	CP CRE	AAC(3)-IIc, AAC(6')-Ib-cr, AcrA, AcrB, AcrD, AcrR, ANT(3'')-IIa, argR, ArnT, BaeR, BaeS, bamB, CatA10, CatB3, clpV-tssH, cpsACP, CpxA, CRP, CTX-M-15, cusR, cycA, DfrA15, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, entF, eptB, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, galF, glf, GlpT, gnd, gyrA, H-NS, hcp-tssD, icmF-tssM, impA-tssA, IroE, KdeA, kfoC, KPC-3, KPHS_23120, KpnE, KpnF, KpnG, KpnH, leuO, LptD, manB, manC, MdtB, MdtC, MerR, mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, MsbA, mtfA, multidrug_efflux_SMR_transporter, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB19, OXA-1, parC, PatA, RamA, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, sfaG, SHV-110, Sul1, TEM-1, tesA, tle1, tli1, TmrB, tssF, ugd, UhpT, vasE-tssK, vgrG-tssI, vipA-tssB, vipB-tssC, wbbM, wbbN, wbbO, wza, wzi, wzm, wzt, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA
S50	Klebsiella pneumoniae	CP CRE	AAC(3)-IIc, AAC(6')-Ib-cr, AcrA, AcrB, AcrD, AcrR, APH(3'')-Ib, APH(6)-Id, argR, ArnT, BaeR, BaeS, bamB, CatB3, clpV-tssH, cpsACP, CpxA, CRP, CTX-M-15, cusR, cycA, DfrA14, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, entF, eptB, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, fyuA, galF, glf, GlpT, gnd, gyrA, H-NS, hcp-tssD, hlyB, icmF-tssM, IroE, irp1, irp2, KdeA, KPC-2, KpnE, KpnF, KpnG, KpnH, leuO, LptD, manB, manC, MarA, MdtB, MdtC, MerR, mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, MsbA, mtfA, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB20, OXA-1, parC, PatA, RamA, RamR, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, setB, sfaG, SHV-28, SilA, SilB, SilC, Sul2, TEM-1, tesA, Tet(A), TmrB, tssF, ugd, UhpT, vasE-tssK, Vga(C), vipA-tssB, vipB-tssC, virB, wbbM, wbbN, wbbO, wzi, wzm, wzt, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA, ybtA, ybtE, YbtQ, ybtS, ybtT
S51	Klebsiella pneumoniae	CP CRE	AAC(3)-IIc, AAC(6')-Ib-cr, AcrA, AcrB, AcrD, AcrR, APH(3'')-Ib, APH(6)-Id, argR, ArnT, BaeR, BaeS, bamB, CatB3, clpV-tssH, cpsACP, CpxA, CRP, CTX-M-15, cusR, cycA, DfrA14, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, entF, eptB, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, fyuA, galF, glf, GlpT, gnd, gyrA, H-NS, hcp-tssD, hlyB, icmF-tssM, IroE, irp1, irp2, KdeA, KPC-2, KpnE, KpnF, KpnG, KpnH, leuO, LptD, manB, manC, MarA, MdtB, MdtC, MerR, mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, MsbA, mtfA, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB20, OXA-1, parC, PatA, RamA, RamR, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, setB, sfaG, SHV-28, SilA, SilB, SilC, Sul2, TEM-1, tesA, Tet(A), TmrB, tssF, ugd, UhpT, vasE-tssK, Vga(C), vipA-tssB, vipB-tssC, virB, wbbM, wbbN, wbbO, wzi, wzm, wzt, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA, ybtA, ybtE, YbtQ, ybtS, ybtT
S52	Klebsiella pneumoniae	CP CRE	AAC(3)-IIc, AAC(6')-Ib-cr, AcrA, AcrB, AcrD, AcrR, argR, ArnT, BaeR, BaeS, CatB3, clpV-tssH, cpsACP, CpxA, CRP, cusR, cycA, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, entF, eptB, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, galF, glf, GlpT, gnd, gyrA, H-NS, hcp-tssD, hlyB, icmF-tssM, IroE, KdeA, KPC-3, KpnE, KpnF, KpnG, KpnH, leuO, LptD, manB, manC, MarA, MdtB, MdtC, mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, MsbA, mtfA, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB20, OXA-1, parC, PatA, QnrS7, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, setB, sfaG, SHV-28, SilA, SilB, SilC, tesA, TmrB, tssF, ugd, UhpT, vasE-tssK, vipA-tssB, vipB-tssC, wbbM, wbbN, wbbO, wzi, wzm, wzt, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA
S53	Klebsiella pneumoniae	CP CRE	AAC(3)-IIc, AAC(6')-Ib-cr7, aadA2, AcrA, AcrB, AcrD, AcrR, ANT(3'')-IIa, APH(3'')-Ib, APH(6)-Id, argR, ArnT, BaeR, BaeS, BasS, CatB3, CatI, ClbA, ClbB, ClbC, clbD, clbE, clbF, clbG, clbH, clbI, clbJ, clbL, clbM, clbN, clbO, clbP, clbQ, clbS, clpV-tssH, cpsACP, CpxA, CRP, cusR, cycA, DfrA1, DfrA12, DfrA14, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, entF, eptB, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, fyuA, galF, glf, GlpT, gnd, gyrA, gyrB, H-NS, hcp-tssD, hlyB, icmF-tssM, impA-tssA, IroE, irp1, irp2, KdeA, kfoC, KPC-2, KPHS_23120, KpnE, KpnF, KpnG, KpnH, leuO, LptD, MarA, MdtB, MdtC, MerR, Mph(A), mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, Mrx, MsbA, mtfA, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB, OXA-1, parC, PatA, PmrE, ptxD, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, Sat2, sciN-tssJ, sfaG, SHV-12, SilA, SilB, SilC, srpC, Sul1, Sul2, TEM-1, tesA, tle1, tli1, TmrB, tssF, UhpT, vasE-tssK, Vga(C), vgrG-tssI, vipA-tssB, vipB-tssC, virB, wbbM, wbbN, wbbO, wza, wzi, wzm, wzt, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA, ybtA, ybtE, YbtQ, ybtS, ybtT
S54	Klebsiella pneumoniae	CP CRE	AAC(3)-IV, AAC(6')-Ib10, aadA2, AcrA, AcrB, AcrD, AcrR, ANT(3'')-IIa, APH(3')-Ia, APH(4)-Ia, argR, ArnT, BaeR, BaeS, bamB, BasS, CatI, clpV-tssH, CmlA5, cpsACP, CpxA, CRP, cusR, cycA, DfrA12, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, entF, eptB, EstX-Sat1, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, galF, glf, GlpT, gnd, gyrA, gyrB, H-NS, hcp-tssD, hlyB, icmF-tssM, impA-tssA, IroE, KdeA, kfoC, KPC-2, KPHS_23120, KpnE, KpnF, KpnG, KpnH, leuO, LptD, MarA, MdtB, MdtC, Mph(A), mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, Mrx, MsbA, mtfA, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB, OXA-9, parC, PatA, PmrE, ptxD, QacL, RamA, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, sfaG, SHV-11, SilA, SilB, SilC, srpC, Sul1, TEM-1, tesA, tle1, tli1, tssF, UhpT, vasE-tssK, Vga(C), vgrG-tssI, vipA-tssB, vipB-tssC, virB, wbbM, wbbN, wbbO, wza, wzi, wzm, wzt, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA
S55	Klebsiella pneumoniae	CP CRE	AAC(3)-IV, AAC(6')-Ib10, aadA2, AcrA, AcrB, AcrD, AcrR, ANT(3'')-IIa, APH(4)-Ia, argR, ArnT, BaeR, BaeS, bamB, BasS, CatI, clpV-tssH, CmlA5, cpsACP, CpxA, CRP, cusR, cycA, DfrA12, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, entF, eptB, EstX-Sat1, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, galF, glf, GlpT, gnd, gyrA, gyrB, H-NS, hcp-tssD, hlyB, icmF-tssM, impA-tssA, IroE, KdeA, kfoC, KPC-2, KPHS_23120, KpnE, KpnF, KpnG, KpnH, LEN-6, leuO, LptD, MarA, MdtB, MdtC, Mph(A), mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, Mrx, MsbA, mtfA, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB, OXA-9, parC, PatA, PmrE, ptxD, QacL, RamA, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, sfaG, SHV-1, SilA, SilB, SilC, srpC, Sul1, Sul3, tesA, tle1, tli1, tssF, UhpT, vasE-tssK, Vga(C), vgrG-tssI, vipA-tssB, vipB-tssC, virB, wbbM, wbbN, wbbO, wza, wzi, wzm, wzt, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA
S56	Klebsiella pneumoniae	CP CRE	AAC(3)-IV, AAC(6')-Ib10, aadA2, AcrA, AcrB, AcrD, AcrR, ANT(3'')-IIa, APH(4)-Ia, argR, ArnT, BaeR, BaeS, bamB, BasS, CatI, clpV-tssH, CmlA5, cpsACP, CpxA, CRP, cusR, cycA, DfrA12, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, entF, eptB, EstX-Sat1, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, galF, glf, GlpT, gnd, gyrA, gyrB, H-NS, hcp-tssD, hlyB, icmF-tssM, impA-tssA, IroE, KdeA, kfoC, KPC-2, KPHS_23120, KpnE, KpnF, KpnG, KpnH, LEN-6, leuO, LptD, MarA, MdtB, MdtC, Mph(A), Mrx, MsbA, mtfA, OmpA, OmpK36, OmpK37, ompR, OXA-9, papB, parC, PatA, ptxD, QacL, RamA, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, sfaG, SHV-122, SilA, SilB, SilC, srpC, Sul1, Sul3, TEML-100, tesA, tle1, tli1, tssF, ugd, UhpT, vasE-tssK, Vga(C), vgrG-tssI, vipA-tssB, vipB-tssC, virB, wbbM, wbbN, wbbO, wzm, wzt, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA
S57	Klebsiella pneumoniae	CP CRE	AAC(3)-IV, AAC(6')-Ib10, aadA2, AcrA, AcrB, AcrD, AcrR, ANT(3'')-IIa, APH(4)-Ia, argR, ArnT, BaeR, BaeS, bamB, BasS, CatI, clpV-tssH, CmlA5, cpsACP, CpxA, CRP, cusR, cycA, DfrA12, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, entF, eptB, EstX-Sat1, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, galF, glf, GlpT, gnd, gyrA, gyrB, H-NS, hcp-tssD, hlyB, icmF-tssM, impA-tssA, IroE, KdeA, kfoC, KPC-2, KPHS_23120, KpnE, KpnF, KpnG, KpnH, LEN-6, leuO, LptD, MarA, MdtB, MdtC, Mph(A), mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, Mrx, MsbA, mtfA, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB, OXA-9, parC, PatA, PmrE, ptxD, QacL, RamA, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, sfaG, SHV-1, SilA, SilB, SilC, srpC, Sul1, Sul3, tesA, tle1, tli1, tssF, UhpT, vasE-tssK, Vga(C), vgrG-tssI, vipA-tssB, vipB-tssC, virB, wbbM, wbbN, wbbO, wza, wzi, wzm, wzt, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA
S58	Klebsiella pneumoniae	CP CRE	AAC(3)-IV, AAC(6')-Ib-Suzhou, aadA2, AcrA, AcrB, AcrD, AcrR, ANT(3'')-IIa, APH(3')-Ia, APH(4)-Ia, argR, ArnT, BaeR, BaeS, bamB, BasS, CatI, clpV-tssH, CmlA5, cpsACP, CpxA, CRP, cusR, cycA, DfrA12, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, entF, eptB, EstX-Sat1, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, galF, glf, GlpT, gnd, gyrA, gyrB, H-NS, hcp-tssD, hlyB, icmF-tssM, impA-tssA, IroE, KdeA, kfoC, KPC-2, KPHS_23120, KpnE, KpnF, KpnG, KpnH, LEN-6, leuO, LptD, MarA, MdtB, MdtC, mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, MsbA, mtfA, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB, OXA-9, parC, PatA, PmrE, ptxD, QacL, RamA, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, sfaG, SHV-1, SilA, SilB, SilC, Sul1, TEML-100, tesA, tle1, tli1, tssF, UhpT, vasE-tssK, Vga(C), vgrG-tssI, vipA-tssB, vipB-tssC, virB, wbbM, wbbN, wbbO, wza, wzi, wzm, wzt, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA
S59	Klebsiella pneumoniae	CP CRE	AAC(3)-IV, AAC(6')-Ib-Suzhou, aadA2, AcrA, AcrB, AcrD, AcrR, ANT(3'')-IIa, APH(4)-Ia, argR, ArnT, BaeR, BaeS, bamB, BasS, CatI, clpV-tssH, CmlA5, cpsACP, CpxA, CRP, CTX-M-15, cusR, cycA, DfrA12, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, entF, eptB, EstX-Sat1, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, fyuA, galF, glf, GlpT, gnd, gyrA, gyrB, H-NS, hcp-tssD, hlyB, icmF-tssM, impA-tssA, IroE, irp1, irp2, KdeA, kfoC, KPC-2, KPHS_23120, KpnE, KpnF, KpnG, KpnH, leuO, LptD, MarA, MdtB, MdtC, Mph(A), mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, Mrx, MsbA, mtfA, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB, parC, PatA, PmrE, ptxD, QacL, RamA, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, sfaG, SHV-11, SilA, SilB, SilC, srpC, Sul1, tesA, Tet(A), tle1, tli1, tssF, UhpT, vasE-tssK, vgrG-tssI, vipA-tssB, vipB-tssC, virB, wbbM, wbbN, wbbO, wza, wzi, wzm, wzt, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA, ybtA, ybtE, YbtQ, ybtS, ybtT
